system:index,0,1,10,11,111,112,12,121,122,123,124,13,131,14,141,142,143,152,176,190,195,2,204,205,206,207,208,209,21,210,211,212,213,214,216,217,218,219,22,220,221,222,223,224,225,226,227,229,23,230,231,232,233,234,235,236,237,238,239,24,240,241,242,243,244,245,246,247,248,249,25,250,251,252,253,254,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,63,64,65,66,67,68,69,70,71,72,74,75,76,77,81,82,83,87,88,92,Year,masterid,status,.geo
1_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,
2_1_1_0000c9410cd8eeef69f2,,1.4978954990133247E8,,,146512.9090576172,,,3.705894719924579E7,3485053.575554822,375820.83142329194,154851.8432006836,,258849.01190185547,,1438170.0165860045,697.1551513671875,4190.0400390625,28625.53875732422,2.6949644651290715E8,5576279.577919635,1396.4234619140625,,,149357.77392578125,,,,,59986.1201171875,,,,,,,,,,,,,,,,128603.25528157552,,,,,,,,,,,697.94189453125,,,,1.7560713496982548E8,,,,,,,,,,,,,,,,,,2092.2313842773438,3868113.5514626894,,,,,,,,,2123436.614013672,1393363.4495210536,,,7.473221504663062E7,,,,,,,,,,262498.6380004883,,,,787523.8206653071,,,,,,,654653.2441190833,,1.6686271582453087E8,,,,,,,,,,,,,,,,,,,,,2016,county_KS-20063,rainfed,
2_1_1_0000f7052da40ecff5b7,,1.2484811211912407E8,,,7670.8482666015625,,,2.505460473789134E7,2254477.885372864,443054.78455858416,147120.62506103516,,116479.51458740234,,419480.6047427907,,,4184.801818847656,1.7374688338958263E8,493576.7967330633,2092.0454711914062,,,14649.940124511719,,,,,,,,,,,,,,,,,,,,,23039.48223876953,,,,,,,,,,,11156.537109375,,,,1.4140352423050225E8,,,,,,,,,,,,,,,,,,,2493986.2549438477,,,,,,,,,161218.74182128906,2092.3024291992188,,,3.86133822248066E7,,,,,,,,,,101958.18658447266,,,,14642.338989257812,,,,,,,12776.48374597886,,1.1310525759670767E8,,,,,,,,,,,,,,,,,,,,,2016,county_KS-20109,rainfed,
2_1_1_0000dcf10f0cb4ba5f7a,,6.27525788868954E8,,,25694.00225830078,,,8.820557010760592E7,6264687.28691143,1098892.464034017,518076.0855834961,,300220.9330444336,,1263854.775455011,4856.82958984375,1390.0864868164062,30569.688110351562,4.4156510612005377E8,3015447.810454245,12486.002197265625,,,1269359.408092783,,,,,790883.6978149414,,,,,,,,,,,,,,,,13222.378479003906,,,,,,,,,,,27138.74920654297,,,,5.1223708599937546E8,,,,,,,,,,,,,,,,,,,829616.4213079715,,,,2774.6502075195312,,,,,984748.7723584942,61788.39337158203,,,1.388292417509462E8,,,,,,,,,,3325197.3686523438,,,,1224961.6286010742,,,,,,,385824.4267405791,,4.182373303715384E8,,,,,,,,,,,,,,,,,,,,,2016,county_KS-20193,rainfed,
2_1_1_0000eb4a0cb035fec454,,3.4479608244128156E8,,,352419.52587890625,,,6.706057903777403E7,1929290.5333515243,302458.58198337926,123644.10650634766,,187715.50909423828,,1459007.659065516,6246.842529296875,3482.7891845703125,52864.44073486328,8.151410911409373E8,2.2908837872658882E7,1391.0322265625,,,286346.95166015625,,,,,65314.617919921875,,,,,,,,,,,,,,,,145143.01516927083,,,,,,,,,,,25706.011169433594,,,,2.3036282518882075E8,,,,,,,,,,,,,,,,,,3470.5579223632812,6480105.050401157,,,,,,,,,5372342.851357135,838017.1740112305,,,9.101620135039899E7,,,,,,,,,,442137.1826171875,,,,63324.79736328125,,,,,,,43105.55938720703,,2.835919963543792E8,,,,,,,,,,,,,,,,,,,,,2016,county_KS-20179,rainfed,
2_1_1_0000049edb91ced8c6a7,,1.6308084687303009E7,,,4883.210693359375,,,9525487.816893334,13073.66139490464,697.14990234375,,,,,17204.143589154413,,,697.3546142578125,2.1123589177433148E8,105324.89943704044,66255.79260253906,,,,,,,,3486.9407958984375,,,,,,,,,,,,,,,,,,,,,,,,,,,2788.9119262695312,,,,3.822441647657374E7,,,,,,,,,,,,,,,,,,,12551.858032226562,8543.31845846737,,,,,,,,76018.84112548828,,,,6550708.203508923,,,,,,,,,,8364.827591959636,,,,,,,,,,,2790.2526245117188,,3.2415966384400126E7,,,,,,,,,,,,,,,,,,,,,2016,county_KS-20199,rainfed,
2_1_1_000004bb6ab96b2a2cf1,,3.513042944867503E8,,,117538.00439453125,,,8.779655755758636E7,5972903.625522509,1193583.0583496094,242772.88908691407,,166949.6004638672,,1025179.0700949276,6937.459167480469,,58422.13671875,6.867406916765192E8,1478582.3245842431,158425.90850830078,,,147678.02166748047,,,,,409116.0700683594,,,,,,,,,,,,,,,,,,,,,,,,,,,123676.91552734375,,,,4.927749216140287E8,,,,,,,,,,,,,,,,,,,1967448.4047851562,1715934.8532104492,,,,,,,,1580083.2838745117,38201.584411621094,,,1.1371367540674952E8,,10709.310454245175,,,,,,,,1462634.4353190104,,,,,,,,,,,5619346.445800781,,5.057822185189765E8,,,,,,,,,,,,,,,,,,,,,2016,county_KS-20181,rainfed,
2_1_1_0000e2ace869ba158daf,,5.139331656729448E7,,,2088.7879638671875,,,6934857.9293770585,232540.3443306717,9036.027282714844,,,1389.5796508789062,,4340.552862429151,,,4867.78466796875,5.824108320569424E7,29408.110386508117,22490.21326712814,,,693.472900390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914.5679878982844,,,,4.176291281106796E7,,,,,,,,,,,,,,,,,,694.506591796875,2774.94384765625,1990589.5115586226,,,,,,,,80489.05786132812,14606.134948730469,,,4405085.941386384,,1252961.6068433574,,,,,,,,124491.80985610066,,,,,,,,,,,784669.4501953125,,4.49879875380036E7,,,,,,,,,,,,,,,,,,,,,2016,county_CO-08063,rainfed,
2_1_1_000000c6078df8fc72ec,,610.4005840226715,,,,,,20630.47037449257,,,,,,,,,,,21197.09440989775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56242.14521029603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145463.5085303213,,,,,,,,,,,,,,,,,,,,,2016,county_CO-08017,rainfed,
