system:index,0,1,10,11,111,112,12,121,122,123,124,13,131,14,141,142,143,152,176,190,195,2,204,205,206,207,208,209,21,210,211,212,213,214,216,217,218,219,22,220,221,222,223,224,225,226,227,229,23,230,231,232,233,234,235,236,237,238,239,24,240,241,242,243,244,245,246,247,248,249,25,250,254,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,63,64,65,66,67,68,69,70,71,72,74,75,76,77,81,82,83,87,88,92,Year,masterid,.geo
1_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,
2_1_1_0000c9410cd8eeef69f2,,2.154965815557134E8,,,355831.7971801758,,,3.797280916879452E7,3506361.0361174936,396747.09233063343,104644.67742919922,,186992.91137695312,,1123223.502466299,,10477.37109375,9780.512451171875,2.6805260504051724E8,4311394.093817737,4888.989807128906,,,368356.07318115234,,,,,295923.2508544922,,,,,,,,,,,,,,,,159803.41241455078,,,,,,,,,,,321849.8626098633,,,,2.0805089236348784E8,5578.781799316406,,,,,,,,,,,,,,,1130708.3809048522,,,,4185.5257568359375,,,,,2915631.2362620635,1644132.2150606043,,,8.661942896785267E7,,697.7767944335938,,,,,,,,7380464.278442383,,,,583707.4616251627,,,,,,,3634351.013769531,,1.4928734485285118E8,,,,,,,,,,,,,,,,,,,,,2017,county_KS-20063,
2_1_1_0000f7052da40ecff5b7,,1.790020382396728E8,,,31386.52459716797,,,2.5323668620467115E7,2098485.019213627,656906.152280082,85063.73254394531,,59290.72528076172,,327134.4899177102,697.9864501953125,,,1.7311055272328794E8,577365.3000380573,2790.8258666992188,,,85832.48657226562,,,,,193962.31970214844,,,,,,,,,,,,,,,,2791.576416015625,,,,,,,,,,,267918.08514404297,,,,1.2610991383770151E8,,,,,,,,,,,,,,,,182155.4789428711,2093.8807983398438,,,,,,,,321702.5,23723.884399414062,,,5.211949890279589E7,,6975.4444580078125,4188.539611816406,,,,,,,417967.5884399414,,,,4885.208068847656,,,,,,,59323.06384277344,,1.2904748093402384E8,,,,,,,,,,,,,,,,,,,,,2017,county_KS-20109,
2_1_1_0000dcf10f0cb4ba5f7a,,1.0071234983007398E9,,,357801.4791870117,,,8.98261316638107E7,6165739.942616181,1658493.9746395336,233416.2250366211,,135486.27410888672,,1562713.3311308022,2082.5228271484375,1390.0577392578125,9044.691833496094,4.4200196542826504E8,3384225.7405795227,45125.17901611328,,,1018510.7775878906,,,,,3470.8975830078125,,,,,,,,,,,,,,,,10416.6005859375,,,,,,,,,,,192411.67498779297,,,,5.097140042298447E8,,,,,,,,,,,,,,2088.0118408203125,,1755802.0518741384,7654.5517578125,,,2088.8878784179688,,,,,5593724.937580662,217685.14837646484,,,1.5815805566129965E8,,327740.8626098633,,,,,,,,6.044901817271824E7,,,,564727.7297973633,,,,,,,3052313.802105354,,4.9013435964270645E8,,,,,,,,,,,,,,,,,,,,,2017,county_KS-20193,
2_1_1_0000eb4a0cb035fec454,,6.032294884425501E8,,,560427.6455078125,,,6.944443933972143E7,2007381.5716014188,426717.90276573034,75729.43450927734,,182786.14324951172,,3397864.8800434186,,71035.63305664062,39676.96661376953,8.151813074684025E8,2.235285034053955E7,18075.677734375,,,3238931.744229904,,,,,11471.132509957108,,,,,,,,,,,,,,,,2082.6770629882812,,,,,,,,,,,27807.686889648438,,,,3.3661473614746743E8,,,,,,,,,,,,,,1387.9932861328125,13239.083862304688,4211525.709777832,13196.639099121094,,,82933.44622802734,,,,,1.690629979429836E7,2062023.7607828777,,,1.1888742427241616E8,,6943.441711425781,2088.6788330078125,,,,,,,4.021179632580614E7,,,,713769.2805948893,,,,,,,1858035.078733676,,2.793071820375749E8,,,,,,,,,,,,,,,,,,,,,2017,county_KS-20179,
2_1_1_0000049edb91ced8c6a7,,2.9338719788476817E7,,,,,,9467530.221605966,7494.51021082261,,,,,,23717.025634765625,,,,2.1300366351349765E8,170651.5748865464,4880.251403808594,,,,,,,,,,,,,,,,,,,,,,,,2790.20263671875,,,,,,,,,,,,,,,3.396426203235008E7,,,,,,,,,,,,,,,,,,,,,,,,,933062.575012207,,,,6079179.169987697,,,,,,,,,,,,,,,,,,,,,9065.085021972656,,3.177186996125728E7,,,,,,,,,,,,,,,,,,,,,2017,county_KS-20199,
2_1_1_000004bb6ab96b2a2cf1,,6.157500028976086E8,,,70172.23016357422,,,8.906447128709264E7,6277355.715889725,1355063.5471840054,46571.76477050781,,19455.913208007812,,523202.4655761719,45151.992614746094,,14578.485290527344,6.828021004198052E8,2298345.5086473655,79179.67333984375,,,23640.658935546875,,,,,695.4140625,,,,,,,,,,,,,,,,873280.1248168945,,,,,,,,,,,11126.648132324219,,,,5.769780384726928E8,,,,,,,,,,,,,,1390.27978515625,,333149.84516218596,282906.43005371094,,,,,,,,7252586.700073242,45870.083740234375,,,1.5732190423568568E8,,582082.9704589844,,,,,,,,1.6619704587463379E7,,,,125953.43157958984,,,,,,,2.191555876060767E7,,5.550184079587911E8,,,,,,,,,,,,,,,,,,,,,2017,county_KS-20181,
2_1_1_0000e2ace869ba158daf,,1.0287323142667857E8,,,,,,7120651.4289744655,230281.831770594,13904.23193359375,,,695.3876953125,,22940.913208007812,,,2782.8782348632812,5.8261957429070234E7,18451.753703038834,23124.103351189107,,,,,,,,,,,,,,,,,,,,,,,,1416160.7860717773,,,,,,,,,,,,,,,5.47687047957182E7,,,,,,,,,,,,,,,412774.95709228516,13205.181762695312,76014.72160309437,,,,,,,,165786.2802734375,2778.1177978515625,,,2389045.5950176166,,1558778.782665537,,,,,,,,5170251.095007803,,,,2084.4201049804688,,,,,,,4475350.095229924,,5.173074228296568E7,,,,,,,,,,,,,,,,,,,,,2017,county_CO-08063,
2_1_1_000000c6078df8fc72ec,,71395.57240277459,,,,,,20630.47037449257,,,,,,,,,,,20499.10008616728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146161.50285405177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.4005840226715,,,,,,,,,,,,,,,,,,,,,2017,county_CO-08017,
