system:index,0,1,10,11,111,112,12,121,122,123,124,13,131,14,141,142,143,152,176,190,195,2,204,205,206,207,208,209,21,210,211,212,213,214,216,217,218,219,22,220,221,222,223,224,225,226,227,229,23,230,231,232,233,234,235,236,237,238,239,24,240,241,242,243,244,245,246,247,248,249,25,250,254,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,63,64,65,66,67,68,69,70,71,72,74,75,76,77,81,82,83,87,88,92,Year,masterid,status,.geo
1_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,0,0,
2_1_1_0000c9410cd8eeef69f2,,3.44583052978147E7,,,,,,172057.49399414062,2789.46044921875,,,,,,9077.513916015625,,,,349538.3121713676,28628.103576660156,,,,,,,,,,,,,,,,,,,,,,,,,5580.7042236328125,,,,,,,,,,,697.9550170898438,,,,8565193.013401646,,,,,,,,,,,,,,697.93408203125,,82295.7666015625,697.94189453125,,,,,,,,1338080.3700561523,697.9497680664062,,,3458679.4767456055,,,6977.928039550781,,,,,,,2769348.599914551,,,,,,,,,,,318927.07263183594,,16049.784790039062,,,,,,,,,,,,,,,,,,,,,2009,county_KS-20063,irrigated,
2_1_1_0000f7052da40ecff5b7,,7153001.060668945,,,,,,40461.58135986328,,,,,,,,,,,92795.25958251953,3490.3641357421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5196274.275915049,,,,,,,,,,,,,,,,,,,,,,,,,469644.0709838867,,,,742195.8876639572,,,6275.2255859375,,,,,,,67714.2494506836,,,,,,,,,,,439279.9723510742,,23722.79864501953,,,,,,,,,,,,,,,,,,,,,2009,county_KS-20109,irrigated,
2_1_1_0000dcf10f0cb4ba5f7a,,1.720106819345708E8,,,,,,857630.6587438247,696.9923706054688,,,,,,20139.383728027344,,,,1245056.6151010552,113070.69702148438,,696.0381469726562,,2087.7996826171875,,,,,,,,,,,,,,,,,,,,,4180.2568359375,,,,,,,,,,,694.4669799804688,,,,6.515902557061528E7,,,,,,,,,,,,,,29226.833984375,,91523.25805664062,696.448486328125,,,,,,,,4870856.752624512,14595.638977050781,,,1.083892550970459E7,,2774.231201171875,64116.284118652344,,,,,,,3.2421825133605957E7,,,,66901.25714111328,,,,,,,3211966.339416504,,231134.40985107422,,,,,,,,,,,,,,,,,,,,,2009,county_KS-20193,irrigated,
2_1_1_0000eb4a0cb035fec454,,2.1014557652244824E8,,,,,,1314703.9961744118,7650.3077392578125,,,,,,57710.25280761719,,,,3034698.1225966513,567581.706639907,,,,,,,,,,,,,,,,,,,,,,,,,52236.65185546875,,,,,,,,,,,13239.138793945312,,,,4.783757745370519E7,,,,,,,,,,,,,,10425.155822753906,,123258.98962402344,1390.0921020507812,,,,,,,,1.3468217643992705E7,16654.21990966797,,,1.0088170183288574E7,,,16692.758728027344,,,,,,,4.3951814847351074E7,,,,148440.52825927734,,,,,,,812616.5220947266,,302059.1495361328,,,,,,,,,,,,,,,,,,,,,2009,county_KS-20179,irrigated,
2_1_1_0000049edb91ced8c6a7,,822237.5692138672,,,,,,5580.074523925781,,,,,,,,,,,32081.54608154297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015125.9724121094,,,,,,,,,,,,,,,,,,,,,,,,,371609.74841308594,,,,163902.98358154297,,,,,,,,,,5579.84423828125,,,,,,,,,,,313059.55963134766,,20924.295166015625,,,,,,,,,,,,,,,,,,,,,2009,county_KS-20199,irrigated,
2_1_1_000004bb6ab96b2a2cf1,,1.7121095437846106E8,,,18059.232055664062,,,1011970.7163375554,5555.1016845703125,,,,,,4859.644775390625,,,,2367292.6488712085,16642.324157714844,,,,,,,,,,,,,,,,,,,,,,,,,695.5984497070312,,,,,,,,,,,4869.009216308594,,,,6.7030443897041105E7,,,,,,,,,,,,,,,,1388.4014282226562,19479.83953857422,,,,,,,,8730071.624084473,146745.26208496094,,,5071758.4255981445,,,54961.02899169922,,,,,,,7889687.091369629,,,,,,,,,,,6814396.24029541,,259738.10693359375,,,,,,,,,,,,,,,,,,,,,2009,county_KS-20181,irrigated,
2_1_1_0000e2ace869ba158daf,,2.2320857771840535E7,,,3477.447021484375,,,131996.09556166705,1390.527587890625,,,,,,,,,,514846.09929773665,,696.9923706054688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3910041138551954E7,,,,,,,,,,,,,,,,,85367.61706542969,,,,,,,,611330.4549010034,2084.981201171875,,,266855.5680541992,,120193.4663696289,,,,,,,,1497805.3849645278,,,,,,,,,,1391.3259887695312,1208121.291015625,,160001.0391845703,,,,,,,,,,,,,,,,,,,,,2009,county_CO-08063,irrigated,
2_1_1_000000c6078df8fc72ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.0685417624081,,,,,,,,,,,,,,,,,,,,,,,2009,county_CO-08017,irrigated,
