system:index,0,1,10,11,111,112,12,121,122,123,124,13,131,14,141,142,143,152,176,190,195,2,204,205,206,207,208,209,21,210,211,212,213,214,216,217,218,219,22,220,221,222,223,224,225,226,227,229,23,230,231,232,233,234,235,236,237,238,239,24,240,241,242,243,244,245,246,247,248,249,25,250,254,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,63,64,65,66,67,68,69,70,71,72,74,75,76,77,81,82,83,87,88,92,Year,masterid,status,.geo
1_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,
2_1_1_0000c9410cd8eeef69f2,,2.0406244526121876E8,,,355831.7971801758,,,3.794351144101132E7,3505663.7969817515,396747.09233063343,104644.67742919922,,186992.91137695312,,1123223.502466299,,10477.37109375,9780.512451171875,2.6804771969713345E8,4311394.093817737,4888.989807128906,,,183562.52001953125,,,,,295923.2508544922,,,,,,,,,,,,,,,,159803.41241455078,,,,,,,,,,,321152.35845947266,,,,2.074223662007071E8,,,,,,,,,,,,,,,,1118852.4139248717,,,,4185.5257568359375,,,,,2843745.1820018096,1644132.2150606043,,,8.646941020949085E7,,697.7767944335938,,,,,,,,2257961.5174560547,,,,583707.4616251627,,,,,,,3634351.013769531,,1.492866466987374E8,,,,,,,,,,,,,,,,,,,,,2017,county_KS-20063,rainfed,
2_1_1_0000f7052da40ecff5b7,,1.7206021809361568E8,,,31386.52459716797,,,2.5303444867598463E7,2098485.019213627,656906.152280082,85063.73254394531,,59290.72528076172,,325738.7476081399,697.9864501953125,,,1.7311055272328797E8,577365.3000380573,2790.8258666992188,,,69788.7954711914,,,,,193962.31970214844,,,,,,,,,,,,,,,,2093.6764526367188,,,,,,,,,,,208626.68395996094,,,,1.2435016443206188E8,,,,,,,,,,,,,,,,182155.4789428711,2093.8807983398438,,,,,,,,284714.36627197266,23723.884399414062,,,5.1937401762720205E7,,6975.4444580078125,4188.539611816406,,,,,,,126976.73767089844,,,,4885.208068847656,,,,,,,58625.24774169922,,1.290077214763212E8,,,,,,,,,,,,,,,,,,,,,2017,county_KS-20109,rainfed,
2_1_1_0000dcf10f0cb4ba5f7a,,8.830770094648633E8,,,357801.4791870117,,,8.948586481541316E7,6165046.832447725,1657104.7766414867,233416.2250366211,,135486.27410888672,,1557154.2705839272,2082.5228271484375,1390.0577392578125,9044.691833496094,4.418741896577573E8,3380056.087564386,45125.17901611328,,,975357.9141235352,,,,,3470.8975830078125,,,,,,,,,,,,,,,,1388.912841796875,,,,,,,,,,,191715.62103271484,,,,5.0580891075914156E8,,,,,,,,,,,,,,2088.0118408203125,,1751625.7623233572,7654.5517578125,,,2088.8878784179688,,,,,5048333.631550388,217685.14837646484,,,1.5705374730943197E8,,327740.8626098633,,,,,,,,2.480773307182713E7,,,,564727.7297973633,,,,,,,3050228.006023811,,4.8956444793714005E8,,,,,,,,,,,,,,,,,,,,,2017,county_KS-20193,rainfed,
2_1_1_0000eb4a0cb035fec454,,4.907966593639978E8,,,560427.6455078125,,,6.906073745386602E7,2004604.1527781766,426717.90276573034,75729.43450927734,,182786.14324951172,,3387443.9069599225,,71035.63305664062,39676.96661376953,8.151180826992375E8,2.2278534497949217E7,18075.677734375,,,2253862.771146408,,,,,11471.132509957108,,,,,,,,,,,,,,,,2082.6770629882812,,,,,,,,,,,27111.31463623047,,,,3.284561550946109E8,,,,,,,,,,,,,,1387.9932861328125,13239.083862304688,4111316.7024536133,13196.639099121094,,,82933.44622802734,,,,,1.4481837894809617E7,2060632.0108439128,,,1.175556377116862E8,,6943.441711425781,697.1236572265625,,,,,,,8345551.656050619,,,,713769.2805948893,,,,,,,1854561.9555647308,,2.789647249280778E8,,,,,,,,,,,,,,,,,,,,,2017,county_KS-20179,rainfed,
2_1_1_0000049edb91ced8c6a7,,2.9338719788476817E7,,,,,,9467530.221605964,7494.51021082261,,,,,,23717.025634765625,,,,2.1300366351349762E8,170651.5748865464,4880.251403808594,,,,,,,,,,,,,,,,,,,,,,,,2790.20263671875,,,,,,,,,,,,,,,3.396426203235008E7,,,,,,,,,,,,,,,,,,,,,,,,,933062.575012207,,,,6079179.169987697,,,,,,,,,,,,,,,,,,,,,9065.085021972656,,3.177186996125728E7,,,,,,,,,,,,,,,,,,,,,2017,county_KS-20199,rainfed,
2_1_1_000004bb6ab96b2a2cf1,,6.157500028976086E8,,,70172.23016357422,,,8.906447128709263E7,6277355.715889725,1355063.5471840054,46571.76477050781,,19455.913208007812,,523202.4655761719,45151.992614746094,,14578.485290527344,6.828021004198052E8,2298345.5086473655,79179.67333984375,,,23640.658935546875,,,,,695.4140625,,,,,,,,,,,,,,,,873280.1248168945,,,,,,,,,,,11126.648132324219,,,,5.769780384726927E8,,,,,,,,,,,,,,1390.27978515625,,333149.84516218596,282906.43005371094,,,,,,,,7252586.700073242,45870.083740234375,,,1.5732190423568568E8,,582082.9704589844,,,,,,,,1.6619704587463379E7,,,,125953.43157958984,,,,,,,2.191555876060767E7,,5.550184079587913E8,,,,,,,,,,,,,,,,,,,,,2017,county_KS-20181,rainfed,
2_1_1_0000e2ace869ba158daf,,1.0287323142667857E8,,,,,,7120651.4289744655,230281.831770594,13904.23193359375,,,695.3876953125,,22940.913208007812,,,2782.8782348632812,5.8261957429070234E7,18451.753703038834,23124.103351189107,,,,,,,,,,,,,,,,,,,,,,,,1416160.7860717773,,,,,,,,,,,,,,,5.47687047957182E7,,,,,,,,,,,,,,,412774.95709228516,13205.181762695312,76014.72160309437,,,,,,,,165786.2802734375,2778.1177978515625,,,2389045.5950176166,,1558778.782665537,,,,,,,,5170251.095007803,,,,2084.4201049804688,,,,,,,4475350.095229924,,5.173074228296568E7,,,,,,,,,,,,,,,,,,,,,2017,county_CO-08063,rainfed,
2_1_1_000000c6078df8fc72ec,,71395.57240277459,,,,,,20630.47037449257,,,,,,,,,,,20499.10008616728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146161.50285405177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.4005840226715,,,,,,,,,,,,,,,,,,,,,2017,county_CO-08017,rainfed,
