system:index,0,1,10,11,111,112,12,121,122,123,124,13,131,14,141,142,143,152,176,190,195,2,204,205,206,207,208,209,21,210,211,212,213,214,216,217,218,219,22,220,221,222,223,224,225,226,227,229,23,230,231,232,233,234,235,236,237,238,239,24,240,241,242,243,244,245,246,247,248,249,25,250,251,252,253,254,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,63,64,65,66,67,68,69,70,71,72,74,75,76,77,81,82,83,87,88,92,Year,masterid,.geo
1_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,
2_1_1_0000c9410cd8eeef69f2,,1.6413406828644517E8,,,178627.5884399414,,,3.798328960415948E7,3514124.062187165,525500.5500610352,98364.88623046875,,102578.1337890625,,1680675.2617314358,,,15352.511779785156,2.725717888789654E8,3814391.485398955,9071.066162109375,,,337603.40286434395,,,,,2091.638671875,,,,,,,,,,,,,,,,697.8921508789062,,,,,,,,,,,926746.4609375,,,,2.1612216139679724E8,,,,,,,697.8134765625,,,,,,,,,,1395.3333740234375,,1232458.6299517462,1395.8314208984375,,,,,,,,3000018.1565501494,2112846.7447481044,,,9.440114568954717E7,,,,,,,,,,3990022.426513672,,,,2337376.8547973633,,,,,,,1633331.6233520508,,1.832075709922591E8,,,,,,,,,,,,,,,,,,,,,2015,county_KS-20063,
2_1_1_0000f7052da40ecff5b7,,1.0959541584171258E8,,,26501.452514648438,,,2.5633762251921766E7,2374701.840952195,442434.21874018654,69027.10662841797,,57192.633544921875,,295899.058932914,,,4187.25048828125,1.7448370641914308E8,501971.7241608264,2789.7698974609375,,,258115.41455078125,,,,,1395.679443359375,,,,,,,,,,,,,,,,,,,,,,,,,,,893296.7272338867,,,,1.9329521046230453E8,,,,,,,,,,,,,,,,,,,138870.26251220703,,,,,,,,,242847.4754638672,2092.72998046875,,,4.8360716944798134E7,,,,,,,,,,458772.8229980469,,,,697.4700317382812,,,,,,,84079.89959022672,,1.3290210861298949E8,,,,,,,,,,,,,,,,,,,,,2015,county_KS-20109,
2_1_1_0000dcf10f0cb4ba5f7a,,7.219629686979371E8,,,59076.37548828125,,,9.090450844503102E7,6234491.660825244,1188458.4867192288,254266.5313720703,,134878.98175048828,,1239517.8450403549,,,9728.126281738281,4.509859580417766E8,3157116.9900215897,4163.33642578125,,,468359.93615722656,,,,,8332.746337890625,,,,,,,,,,,,,,,,2774.73046875,,,,695.0686645507812,,,,,,,1533780.576965332,,,,7.731800126368376E8,,,,,,,,,,,,,,,,,,,1295384.4251098633,50673.63427734375,,,,,,,,5913879.336975098,407969.80128915823,,,2.237582171524381E8,,,,,,,,,,3.2053921793884277E7,,,,365947.41064453125,,,,,,,7858210.2058723,,4.606778954780737E8,,,,,,,,,,,,,,,,,,,,,2015,county_KS-20193,
2_1_1_0000eb4a0cb035fec454,,4.521589260696387E8,,,349615.22967529297,,,6.975076245047772E7,1779519.0525326,423376.9782645431,47932.91882324219,,77188.02410888672,,2703429.906311514,,693.0916137695312,37042.85368436926,8.206885234028037E8,2.2166980810426E7,22939.791137695312,,,2162839.900826727,,,,,134444.42504882812,,,,,,,,,,,,,,,,,,,,,,,,,,,1007815.8938598633,,,,4.1238769103922427E8,,,,,,,697.1367797851562,,,,,,,,,,,8319.595458984375,3057375.6888224287,1388.6434326171875,,,,,,,,1.67986462486005E7,2780978.058513088,,,2.015350745018682E8,,,,,,,,,,3.4963935979725555E7,,,,238099.04486083984,,,,,,,854459.2012939453,,2.750219604396468E8,,,,,,,,,,,,,,,,,,,,,2015,county_KS-20179,
2_1_1_0000049edb91ced8c6a7,,1.1004529210697668E7,,,21834.248859001607,,,9441533.153435439,32604.53590662339,2093.0682983398438,,,5578.994384765625,,86953.50528349035,,,21620.082481474034,2.1383415791610017E8,113445.91971196193,6972.9185791015625,,,1394.934814453125,,,,,62766.252502441406,,,,,,,,,,,,,,,,,,,,,,,,,,,697.441162109375,,,,4.0648116554606386E7,,,,,,,,,,,,,,,,,,,697.3939819335938,27201.197387695312,,,,,,,,798467.3795166016,,,,1.1870633243435489E7,,,,,,,,,,,,,,,,,,,,,436632.2389526367,,3.635895572188458E7,,,,,,,,,,,,,,,,,,,,,2015,county_KS-20199,
2_1_1_000004bb6ab96b2a2cf1,,5.250623010710296E8,,,239875.11157226562,,,8.967696213246067E7,6524299.793849093,1429641.7337320962,150843.66290283203,,86920.13671875,,1385615.2561133292,,,247240.83158102597,6.976862553409296E8,1514267.6733793372,81317.66339111328,,,152158.6294555664,,,,,31969.117797851562,,,,,,,,,,,,,,,,24296.24609375,,,,,,,,,,,9021.499267578125,,,,6.745161276444119E8,,,,,,,,,,,,,,,,,,2082.1126098632812,3558430.3290405273,2825987.9616088867,,,,,,,,6757209.092468262,5554.783264160156,,,1.7203773494160926E8,,,,,,,,,,3166488.4701538086,,,,696.61669921875,,,,,,,2.737065242850605E7,,5.211879982225858E8,,,,,,,,,,,,,,,,,,,,,2015,county_KS-20181,
2_1_1_0000e2ace869ba158daf,,7.968202754109365E7,,,,,,7440704.728673358,260324.7422214882,1390.4775390625,,,,,1519.5260684742648,,,11820.332641601562,6.295671224212745E7,29002.493430702358,56974.629996505435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24291.987182617188,,,,7.796802644003117E7,,,,,,,,,,,,,,,,,,693.5840454101562,63179.51580810547,77188.51110839844,,,,,,,,183915.16674804688,12511.502807617188,,,2587815.355930463,,1482264.8944702148,502727.40521240234,,,,,,,2508240.759183996,,,,2080.6463012695312,,,,,,,2410078.530073338,,5.248620748323545E7,,,,,,,,,,,,,,,,,,,,,2015,county_CO-08063,
2_1_1_000000c6078df8fc72ec,,4798.45840585746,,,,,,20630.47037449257,,,,,,,,,,,22593.075183823526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207785.07071868295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3489.9716186523438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,county_CO-08017,
