system:index,0,1,10,11,111,112,12,121,122,123,124,13,131,14,141,142,143,152,176,190,195,2,204,205,206,207,208,209,21,210,211,212,213,214,216,217,218,219,22,220,221,222,223,224,225,226,227,229,23,230,231,232,233,234,235,236,237,238,239,24,240,241,242,243,244,245,246,247,248,249,25,250,251,252,253,254,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,63,64,65,66,67,68,69,70,71,72,74,75,76,77,81,82,83,87,88,92,Year,masterid,.geo
1_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,
2_1_1_0000c9410cd8eeef69f2,,1.8616619805406976E8,,,146512.9090576172,,,3.753706765849082E7,3489237.4827203485,375820.831423292,154851.8432006836,,258849.01190185547,,1453529.3791348326,697.1551513671875,4190.0400390625,28625.53875732422,2.697783469465009E8,5643313.2211081125,1396.4234619140625,,,268014.88708496094,,,,,59986.1201171875,,,,,,,,,,,,,,,,150933.20358479818,,,,,,,,,,,3488.7267456054688,,,,2.2269744131369898E8,,,,,,,,,,,,,,,,,,3487.2213134765625,4378134.812326947,,,,,,,,,2879995.6256663604,1673715.3704805262,,,8.606205476903912E7,,,,,,,,,,1888404.928894043,,,,787523.8206653071,,,,,,,961050.6999906651,,1.6708252520813683E8,,,,,,,,,,,,,,,,,,,,,2016,county_KS-20063,
2_1_1_0000f7052da40ecff5b7,,1.5441197004277295E8,,,7670.8482666015625,,,2.5392012863179278E7,2255175.302914368,443054.78455858416,147120.62506103516,,116479.51458740234,,432731.8715884938,,,4882.200988769531,1.7378804538537124E8,497763.0945846258,2092.0454711914062,,,59981.32092285156,,,,,,,,,,,,,,,,,,,,,23039.48223876953,,,,,,,,,,,11853.902221679688,,,,1.7081690633528912E8,,,,,,,,,,,,,,,,,,,2572092.670349121,,,,,,,,,293756.65576171875,9762.295104980469,,,4.522873172559312E7,,,,,,,,,,124304.33618164062,,,,14642.338989257812,,,,,,,12776.48374597886,,1.1345894794479117E8,,,,,,,,,,,,,,,,,,,,,2016,county_KS-20109,
2_1_1_0000dcf10f0cb4ba5f7a,,9.039359600919821E8,,,26387.345458984375,,,9.029696575968519E7,6271636.048325004,1100282.3033284505,519465.9512451172,,300220.9330444336,,1315200.9580721986,4856.82958984375,1390.0864868164062,30569.688110351562,4.42475715195261E8,3197234.6058033663,13179.461853027344,,,1782359.1664545995,,,,,795753.5639038086,,,,,,,,,,,,,,,,133006.37048339844,,,,,,,,,,,201748.76611328125,,,,7.073408947753677E8,,,,,,,,,,,,,,,,,,,2200362.4523748658,,,,3469.990478515625,,,,,4429152.843159275,265524.6243286133,,,1.598870644720155E8,,,,,,,,,,3.483059912817383E7,,,,1226348.1190795898,,,,,,,770952.8219432158,,4.203548861005423E8,,,,,,,,,,,,,,,,,,,,,2016,county_KS-20193,
2_1_1_0000eb4a0cb035fec454,,5.811152911522554E8,,,352419.52587890625,,,6.917381334138373E7,1945958.0282245711,302458.58198337926,123644.10650634766,,187715.50909423828,,1537539.4534380746,6246.842529296875,6256.2362060546875,56329.57568359375,8.164528252425501E8,2.404785618358298E7,2783.6373291015625,,,742706.5034790039,,,,,66009.0347290039,,,,,,,,,,,,,,,,156960.95974934896,,,,,,,,,,,84031.591796875,,,,3.547187658559274E8,,,,,,,,,,,,,,,,,,3470.5579223632812,8283996.203965609,,,,,,,,,1.8322806492558498E7,1199336.1758422852,,,1.4006874808947372E8,,,,,,,,,,1.682640539642334E7,,,,64716.29718017578,,,,,,,188600.7728881836,,2.8512296502887875E8,,,,,,,,,,,,,,,,,,,,,2016,county_KS-20179,
2_1_1_0000049edb91ced8c6a7,,1.819533899687716E7,,,12557.130249023438,,,9549896.510191675,13073.66139490464,697.14990234375,,,,,17204.143589154413,,,697.3546142578125,2.1225722030942667E8,105324.89943704044,68347.82745361328,,,6277.130554199219,,,,,6972.7218017578125,,,,,,,,,,,,,,,,,,,,,,,,,,,3486.12744140625,,,,4.4376611703668825E7,,,,,,,,,,,,,,,,,,,12551.858032226562,13424.71152487362,,,,,,,,882851.753112793,,,,6775619.669702627,,,,,,,,,,8364.827591959636,,,,,,,,,,,2790.2526245117188,,3.246757717279124E7,,,,,,,,,,,,,,,,,,,,,2016,county_KS-20199,
2_1_1_000004bb6ab96b2a2cf1,,6.226332660733231E8,,,147469.98895263672,,,9.002522381353788E7,5976376.039218798,1194973.0031738281,242772.88908691407,,167645.29638671875,,1034893.212856158,8324.092590332031,,58422.13671875,6.877743394440362E8,1488995.1308586572,163988.4324951172,,,162970.26306152344,,,,,444579.14947509766,,,,,,,,,,,,,,,,,,,,,,,,,,,159857.32916259766,,,,6.34948756158414E8,,,,,,,,,,,,,,,,,,,2249468.6786499023,1747905.5263671875,,,,,,,,5148578.480712891,38201.584411621094,,,1.4660100058348677E8,,792593.4897755343,,,,,,,,1.6927812575882975E7,,,,,,,,,,,8727148.291863415,,5.0686638683873343E8,,,,,,,,,,,,,,,,,,,,,2016,county_KS-20181,
2_1_1_0000e2ace869ba158daf,,9.502261901382744E7,,,2088.7879638671875,,,7158319.763726208,233235.60812461702,9036.027282714844,,,1389.5796508789062,,4340.552862429151,,,4867.78466796875,5.826403423847012E7,29408.110386508117,22490.21326712814,,,693.472900390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914.5679878982844,,,,6.857753929331583E7,,,,,,,,,,,,,,,,,,694.506591796875,6243.516784667969,2135993.8705674116,,,,,,,,183831.3203125,14606.134948730469,,,5312779.953027343,,3677309.59030283,,,,,,,,2403664.537456198,,,,,,,,,,,2120103.452094104,,4.556249459941119E7,,,,,,,,,,,,,,,,,,,,,2016,county_CO-08063,
2_1_1_000000c6078df8fc72ec,,610.4005840226715,,,,,,20630.47037449257,,,,,,,,,,,21197.09440989775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71395.57240277459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145463.5085303213,,,,,,,,,,,,,,,,,,,,,2016,county_CO-08017,
2_1_1_0000e697d56efafe68a9,,7911239.271195237,,,9689.73974609375,,,6088032.62007937,55727.523539464615,3459.5210571289062,,2067.6279296875,2756.4853515625,,168219.26110839844,,,83707.70764160156,1.8416707121914038E8,3191612.8148999983,1121662.0142874923,,,24455.40045740464,,,,,8145.671528655407,,,,,,,,,,,,,,,,691.0046997070312,,,,,,,,,,,1385.404052734375,,,,2.6600204269025024E7,,,,,,,,,,,,,,,,,,6215.1514892578125,19990.023193359375,33165.619079589844,,,,,,,,953047.4849472943,71186.67797851562,,,2505611.7381709083,1378.3990478515625,12438.8486328125,689.3757934570312,,,,,,,122707.4706217448,,,,127499.21276855469,,,,,,,1501020.5162786746,,2.5638591920321114E7,,,,,,,,,,,,,,,,,,,,,2016,county_CO-08125,
2_1_1_0000dd6067f92b8511c0,,1.5846260728745403E7,,,927204.8804405064,,,1.0939620229934033E7,794127.0983903476,235728.26824807556,22023.637701775046,45429.72570800781,37171.46325683594,,289787.685546875,,2753.3616333007812,3441.1995849609375,2.056924334931561E8,1.2039912058372827E7,435000.86505126953,,,99817.36901855469,,,,,3441.95166015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1060664008694278E7,,,,,,,,,,,,,,,,,,800418.5603084788,1158156.2437748928,268446.2300415039,,,,,,,,9032279.701013424,79161.00677490234,,,4656911.187775256,,360006.091796875,306993.34552001953,,,,,,,81640.81863678577,,,,444140.03474527993,,,,,,1376.9471435546875,4818.275329589844,,1.4931385376726454E7,,,,,,,,,,,,,,,,,,,,,2016,county_NE-31057,
