masterid,year,crop,volume_m3,area_m2,depth_m,system
sheridan,2007,2,150484.56,437060.88,0.344311111,4
sheridan,2007,2,377395.5408,708200.5,0.532894903,4
null_geo9,2007,2,244229.04,485623.2,0.50292,4
null_geo9,2007,2,466366.4532,1129073.94,0.413053161,4
sheridan,2007,2,236100.4068,489670.06,0.482163372,4
sheridan,2007,24,172687.2,501810.64,0.344129032,4
sheridan,2007,2,225726.84,566560.4,0.398417143,4
null_geo9,2007,2,160648.4352,485623.2,0.3308096,4
sheridan,2007,2,183517.1544,971246.4,0.1889506,3
sheridan,2007,25,193767.3732,1011715,0.191524128,4
null_geo9,2007,2,420073.9488,1092652.2,0.3844544,4
null_geo9,2007,24,172156.8036,485623.2,0.3545078,4
null_geo9,2007,2,194889.84,485623.2,0.40132,4
null_geo9,2007,2,143083.68,364217.4,0.392853333,4
sheridan,2007,23,226491.5976,890309.2,0.254397164,4
sheridan,2007,2,143083.68,485623.2,0.29464,4
null_geo9,2007,2,510660.72,983386.98,0.519288889,4
sheridan,2007,2,180088.08,485623.2,0.37084,4
null_geo9,2007,2,160352.4,485623.2,0.3302,4
null_geo9,2007,2,201057.24,485623.2,0.41402,4
sheridan,2007,2,52398.2304,404686,0.12947904,4
sheridan,2007,24,171453.72,493716.92,0.347272131,4
sheridan,2007,2,156146.2332,453248.32,0.344505643,4
null_geo9,2007,48,483524.16,1448775.88,0.333747486,4
null_geo9,2007,2,243933.0048,493716.92,0.494075803,4
sheridan,2007,2,167753.28,477529.48,0.351294915,4
sheridan,2007,17,54273.12,416826.58,0.130205825,4
null_geo9,2007,2,368810.52,574654.12,0.641797183,4
null_geo9,2007,2,211208.7804,485623.2,0.4349242,4
sheridan,2007,2,184294.2468,485623.2,0.3795014,3
sheridan,2007,2,269268.684,445154.6,0.604889455,3
sheridan,2007,16,155418.48,485623.2,0.32004,3
sheridan,2007,2,50683.6932,485623.2,0.1043686,3
null_geo9,2007,2,134449.32,485623.2,0.27686,4
sheridan,2007,18,161585.88,485623.2,0.33274,4
null_geo9,2007,2,92511,445154.6,0.207818182,4
null_geo9,2007,2,166260.7692,445154.6,0.373490836,4
null_geo9,2007,-99,0,0,0,4
sheridan,2007,24,262731.24,501810.64,0.523567742,4
null_geo9,2007,2,145649.3184,485623.2,0.2999232,4
null_geo9,2007,16,307642.2468,979340.12,0.314132926,4
null_geo9,2007,2,271365.6,995527.56,0.272585366,4
sheridan,2007,2,362643.12,995527.56,0.364273171,4
sheridan,2007,2,170565.6144,497763.78,0.342664585,4
sheridan,2007,2,157885.44,489670.06,0.322433058,4
sheridan,2007,2,238061.64,526091.8,0.452510769,3
null_geo9,2007,1,408232.5408,979340.12,0.416845488,4
sheridan,2007,16,114713.64,485623.2,0.23622,4
null_geo9,2007,2,328105.68,870074.9,0.377101395,4
null_geo9,2007,2,251629.92,594888.42,0.422987755,4
sheridan,2007,2,111013.2,283280.2,0.391885714,4
sheridan,2007,2,189955.92,991480.7,0.191588571,4
sheridan,2007,2,189955.92,505857.5,0.3755136,3
sheridan,2007,2,127048.44,412779.72,0.307788235,3
sheridan,2007,2,198590.28,550372.96,0.360829412,4
null_geo9,2007,2,123348,388498.56,0.3175,4
null_geo9,2007,2,250667.8056,501810.64,0.499527871,4
sheridan,2007,24,159118.92,501810.64,0.317090323,4
null_geo9,2007,2,182555.04,485623.2,0.37592,4
null_geo9,2007,2,144317.16,493716.92,0.292308197,4
sheridan,2007,2,197356.8,517998.08,0.381,4
null_geo9,2007,2,104845.8,364217.4,0.287866667,4
null_geo9,2007,2,403347.96,870074.9,0.463579535,4
sheridan,2007,2,175154.16,485623.2,0.36068,3
null_geo9,2007,2,196912.7472,485623.2,0.4054856,4
sheridan,2007,2,171453.72,526091.8,0.325901538,4
null_geo9,2007,2,368810.52,971246.4,0.37973,4
null_geo9,2007,2,224493.36,505857.5,0.4437888,4
sheridan,2007,2,158045.7924,485623.2,0.3254502,4
null_geo9,2007,26,115947.12,485623.2,0.23876,4
null_geo9,2007,2,277533,708200.5,0.391885714,4
null_geo9,2007,2,421911.834,991480.7,0.425538122,4
null_geo9,2007,25,73071.3552,485623.2,0.1504696,4
null_geo9,2007,2,436651.92,485623.2,0.89916,4
sheridan,2007,2,212158.56,485623.2,0.43688,3
sheridan,2007,65,201057.24,582747.84,0.345016667,4
sheridan,2007,24,216808.7796,505857.5,0.428597568,6
null_geo9,2007,24,192447.5496,465388.9,0.413520835,4
sheridan,2007,1,101527.7388,242811.6,0.4181348,4
sheridan,2007,2,218325.96,408732.86,0.534154455,6
null_geo9,2007,24,245462.52,809372,0.303276,4
sheridan,2007,16,111666.9444,485623.2,0.2299462,4
null_geo9,2007,2,218350.6296,485623.2,0.4496308,4
sheridan,2007,2,171453.72,485623.2,0.35306,4
null_geo9,2007,2,218683.6692,445154.6,0.491254473,4
sheridan,2007,2,236828.16,728434.8,0.32512,4
sheridan,2007,4,186255.48,485623.2,0.38354,4
sheridan,2007,2,256563.84,801278.28,0.320193939,6
sheridan,2007,2,205991.16,485623.2,0.42418,3
sheridan,2007,2,210925.08,489670.06,0.430750413,4
null_geo9,2007,2,452687.16,890309.2,0.508461818,4
sheridan,2007,24,197356.8,501810.64,0.393290323,3
sheridan,2007,2,203524.2,485623.2,0.4191,4
null_geo9,2007,2,218708.3388,485623.2,0.4503674,4
null_geo9,2007,-99,0,0,0,-99
sheridan,2007,30,208458.12,995527.56,0.209395122,4
null_geo9,2007,2,188722.44,728434.8,0.25908,4
null_geo9,2007,2,145476.6312,485623.2,0.2995676,4
sheridan,2007,2,136977.954,485623.2,0.282067,3
sheridan,2007,2,196123.32,424920.3,0.461554286,4
null_geo9,2007,2,370044,809372,0.4572,4
null_geo9,2007,4,233029.0416,951012.1,0.24503326,4
sheridan,2007,4,188882.7924,497763.78,0.37946361,4
null_geo9,2007,2,170220.24,477529.48,0.356461017,4
sheridan,2007,2,205991.16,485623.2,0.42418,4
sheridan,2007,2,198281.91,424920.3,0.466634286,4
null_geo9,2007,2,249162.96,489670.06,0.508839669,4
sheridan,2007,2,218325.96,971246.4,0.22479,4
null_geo9,2007,2,187488.96,485623.2,0.38608,4
sheridan,2007,2,219127.722,497763.78,0.440225366,4
sheridan,2007,16,145550.64,469435.76,0.310055172,4
null_geo9,2007,2,162819.36,485623.2,0.33528,4
sheridan,2007,16,276299.52,942918.38,0.293026609,4
null_geo9,2007,2,468722.4,983386.98,0.476641975,4
sheridan,2007,2,176535.6576,445154.6,0.396572509,4
sheridan,2007,-99,0,0,0,-99
null_geo9,2007,2,185022,493716.92,0.374754098,4
null_geo9,2007,2,219559.44,485623.2,0.45212,4
sheridan,2007,2,173254.6008,558466.68,0.310233391,4
sheridan,2007,2,142010.5524,445154.6,0.319014764,4
null_geo9,2007,15,7425.5496,28328.02,0.262128,8
null_geo9,2007,2,188278.3872,485623.2,0.3877056,3
null_geo9,2007,2,314537.4,505857.5,0.621792,4
sheridan,2007,2,157885.44,489670.06,0.322433058,4
null_geo9,2007,2,259030.8,505857.5,0.512064,4
sheridan,2007,2,235594.68,505857.5,0.4657344,3
sheridan,2007,2,212454.5952,477529.48,0.444904678,4
null_geo9,2007,2,235594.68,485623.2,0.48514,4
sheridan,2007,24,127048.44,485623.2,0.26162,4
sheridan,2007,2,328105.68,971246.4,0.33782,4
null_geo9,2007,24,461703.8988,979340.12,0.471444992,4
sheridan,2007,2,181321.56,485623.2,0.37338,3
null_geo9,2007,16,87416.7276,485623.2,0.1800098,4
null_geo9,2007,2,176140.944,489670.06,0.35971438,4
null_geo9,2007,2,259030.8,971246.4,0.2667,4
sheridan,2007,2,254096.88,526091.8,0.482990769,4
sheridan,2007,2,97222.8936,445154.6,0.218403055,3
sheridan,2007,2,171453.72,485623.2,0.35306,4
sheridan,2007,2,236100.4068,489670.06,0.482163372,4
sheridan,2007,2,171577.068,485623.2,0.353314,4
sheridan,2007,2,136916.28,647497.6,0.211455,4
null_geo9,2007,4,283700.4,971246.4,0.2921,4
sheridan,2007,2,182555.04,497763.78,0.36675122,4
null_geo9,2007,2,432951.48,861981.18,0.502276056,4
sheridan,2007,2,187488.96,485623.2,0.38608,4
null_geo9,2007,2,167222.8836,485623.2,0.3443478,4
sheridan,2007,2,173414.9532,574654.12,0.301773465,4
sheridan,2007,24,164435.2188,501810.64,0.327684581,4
sheridan,2007,2,263964.72,526091.8,0.501747692,4
null_geo9,2007,2,240294.2388,497763.78,0.482748683,4
sheridan,2007,2,185059.0044,485623.2,0.3810762,3
null_geo9,2007,24,135584.1216,493716.92,0.274619803,4
sheridan,2007,24,170220.24,404686,0.420624,4
null_geo9,2007,2,191189.4,485623.2,0.3937,4
null_geo9,2007,2,152063.4144,485623.2,0.3131312,4
sheridan,2007,2,178854.6,485623.2,0.3683,3
sheridan,2008,2,176659.0056,489670.06,0.360772364,4
null_geo9,2008,4,66607.92,493716.92,0.134911475,4
sheridan,2008,24,239430.8028,501810.64,0.477134903,4
sheridan,2008,2,162819.36,546326.1,0.298026667,6
sheridan,2008,2,182690.7228,485623.2,0.3761994,3
sheridan,2008,2,251629.92,562513.54,0.447332374,4
sheridan,2008,2,246696,526091.8,0.468923077,4
null_geo9,2008,3,112727.7372,817465.72,0.137899366,4
sheridan,2008,2,240528.6,485623.2,0.4953,4
null_geo9,2008,2,91857.2556,485623.2,0.1891538,3
null_geo9,2008,30,131094.2544,1052183.6,0.124592862,3
null_geo9,2008,2,225726.84,501810.64,0.449825806,4
null_geo9,2008,2,209691.6,485623.2,0.4318,4
null_geo9,2008,2,172687.2,477529.48,0.361627119,4
sheridan,2008,2,176387.64,485623.2,0.36322,3
null_geo9,2008,2,53039.64,396592.28,0.133738776,4
sheridan,2008,2,201920.676,930777.8,0.216938087,4
null_geo9,2008,24,66607.92,230671.02,0.288757895,4
sheridan,2008,24,133215.84,526091.8,0.253218462,4
sheridan,2008,2,201057.24,485623.2,0.41402,4
sheridan,2008,2,210542.7012,485623.2,0.4335526,4
sheridan,2008,24,131982.36,485623.2,0.27178,4
null_geo9,2008,2,173920.68,485623.2,0.35814,4
sheridan,2008,2,182555.04,607029,0.300736,5
sheridan,2008,2,138593.8128,501810.64,0.276188129,4
null_geo9,2008,2,102378.84,485623.2,0.21082,4
sheridan,2008,2,218325.96,485623.2,0.44958,3
null_geo9,2008,2,185022,364217.4,0.508,4
null_geo9,2008,2,144317.16,485623.2,0.29718,4
null_geo9,2008,2,159118.92,477529.48,0.333213559,4
sheridan,2008,2,339207,1007668.14,0.336626506,3
null_geo9,2008,2,669779.64,1881789.9,0.355927742,3
null_geo9,2008,4,161585.88,485623.2,0.33274,4
sheridan,2008,16,141850.2,485623.2,0.2921,4
sheridan,2008,2,260288.9496,509904.36,0.510467429,4
null_geo9,2008,2,171453.72,485623.2,0.35306,4
sheridan,2008,10,145057.248,497763.78,0.291418537,4
null_geo9,2008,2,354008.76,942918.38,0.375440343,4
sheridan,2008,2,130526.8536,445154.6,0.2932176,3
null_geo9,2008,2,127048.44,465388.9,0.272994783,4
null_geo9,2008,2,200983.2312,485623.2,0.4138676,3
sheridan,2008,2,119647.56,489670.06,0.244343802,4
sheridan,2008,2,119647.56,485623.2,0.24638,4
null_geo9,2008,-99,0,0,0,-99
sheridan,2008,2,125814.96,485623.2,0.25908,4
sheridan,2008,2,185022,485623.2,0.381,4
null_geo9,2008,2,317004.36,647497.6,0.489585,3
null_geo9,2008,2,209691.6,485623.2,0.4318,3
null_geo9,2008,2,186354.1584,493716.92,0.377452328,4
sheridan,2008,2,171453.72,485623.2,0.35306,3
null_geo9,2008,2,317004.36,1011715,0.3133344,4
null_geo9,2008,24,220792.92,829606.3,0.266142439,4
sheridan,2008,2,162819.36,517998.08,0.314325,6
sheridan,2008,2,148017.6,485623.2,0.3048,4
sheridan,2008,2,217092.48,497763.78,0.436136585,4
null_geo9,2008,2,192422.88,501810.64,0.383458065,4
sheridan,2008,2,304940.9256,752715.96,0.405121806,4
sheridan,2008,2,160932.1356,485623.2,0.3313938,4
sheridan,2008,2,292704.804,809372,0.3616452,4
null_geo9,2008,2,186255.48,485623.2,0.38354,4
sheridan,2008,24,177189.402,497763.78,0.355971707,4
sheridan,2008,2,102378.84,485623.2,0.21082,4
null_geo9,2008,2,413881.8792,987433.84,0.419149967,4
sheridan,2008,24,146784.12,501810.64,0.292509677,4
null_geo9,2008,2,250396.44,485623.2,0.51562,4
null_geo9,2008,2,284933.88,647497.6,0.440055,3
sheridan,2008,2,161857.2456,469435.76,0.344791862,4
sheridan,2008,16,168986.76,776997.12,0.2174875,4
null_geo9,2008,24,35770.92,465388.9,0.076862609,4
sheridan,2008,2,187488.96,485623.2,0.38608,4
sheridan,2008,16,145636.9836,687966.2,0.211692565,6
null_geo9,2008,24,235594.68,485623.2,0.48514,4
null_geo9,2008,2,319471.32,971246.4,0.32893,4
sheridan,2008,24,127048.44,485623.2,0.26162,4
null_geo9,2008,2,210160.3224,489670.06,0.429188628,3
null_geo9,2008,2,151150.6392,485623.2,0.3112516,4
sheridan,2008,2,186255.48,404686,0.460248,6
sheridan,2008,2,218325.96,465388.9,0.469126957,3
null_geo9,2008,2,152951.52,485623.2,0.31496,4
sheridan,2008,2,258747.0996,566560.4,0.456699257,4
sheridan,2008,2,247929.48,485623.2,0.51054,4
sheridan,2008,2,198590.28,505857.5,0.3925824,3
null_geo9,2008,2,131624.6508,485623.2,0.2710434,4
null_geo9,2008,2,168986.76,493716.92,0.34227541,4
sheridan,2008,2,157885.44,485623.2,0.32512,3
sheridan,2008,2,145550.64,485623.2,0.29972,3
null_geo9,2008,2,211714.5072,505857.5,0.418526976,4
sheridan,2008,2,251629.92,477529.48,0.526942373,3
sheridan,2008,2,315770.88,934824.66,0.337787013,3
sheridan,2008,2,193656.36,517998.08,0.37385625,6
null_geo9,2008,2,215859,526091.8,0.410307692,3
null_geo9,2008,2,191189.4,485623.2,0.3937,4
sheridan,2008,2,219559.44,489670.06,0.448383471,4
null_geo9,2008,2,120881.04,485623.2,0.24892,4
null_geo9,2008,2,140616.72,485623.2,0.28956,3
null_geo9,2008,2,193496.0076,465388.9,0.415773704,3
sheridan,2008,2,150287.2032,485623.2,0.3094736,4
null_geo9,2008,15,127048.44,809372,0.156972,4
sheridan,2008,2,217092.48,485623.2,0.44704,4
sheridan,2008,2,209691.6,485623.2,0.4318,3
sheridan,2008,2,279999.96,647497.6,0.432435,4
null_geo9,2008,2,164052.84,493716.92,0.332281967,4
null_geo9,2008,2,188722.44,485623.2,0.38862,4
null_geo9,2008,2,202093.3632,497763.78,0.406003512,4
sheridan,2008,2,151718.04,485623.2,0.31242,4
null_geo9,2008,2,183776.1852,493716.92,0.372230754,4
sheridan,2008,2,151718.04,485623.2,0.31242,4
null_geo9,2008,2,194889.84,485623.2,0.40132,4
null_geo9,2008,2,215859,485623.2,0.4445,4
sheridan,2008,2,209691.6,485623.2,0.4318,4
sheridan,2008,4,131982.36,501810.64,0.263012903,4
sheridan,2008,16,161585.88,505857.5,0.3194304,4
null_geo9,2008,46,71541.84,339936.24,0.210457143,4
sheridan,2008,2,208458.12,497763.78,0.418790244,3
sheridan,2008,2,152951.52,517998.08,0.295275,4
sheridan,2008,24,377444.88,995527.56,0.379141463,4
null_geo9,2008,2,185441.3832,485623.2,0.3818636,4
null_geo9,2008,24,109779.72,477529.48,0.229891525,4
sheridan,2008,2,209691.6,546326.1,0.383822222,4
sheridan,2008,18,238061.64,861981.18,0.276180282,4
null_geo9,2008,2,124581.48,428967.16,0.290422642,6
sheridan,2008,2,163904.8224,485623.2,0.3375152,4
sheridan,2008,2,261497.76,728434.8,0.358986667,4
sheridan,2008,2,201365.61,485623.2,0.414655,4
sheridan,2008,2,204757.68,526091.8,0.389206154,6
null_geo9,2008,2,413215.8,983386.98,0.420197531,4
null_geo9,2008,2,209691.6,485623.2,0.4318,4
null_geo9,2008,2,202290.72,465388.9,0.434671304,4
null_geo9,2008,24,159525.9684,485623.2,0.3284982,4
sheridan,2008,2,186255.48,485623.2,0.38354,4
null_geo9,2008,2,234361.2,505857.5,0.463296,4
sheridan,2008,2,222026.4,497763.78,0.44604878,4
sheridan,2008,2,246696,505857.5,0.48768,4
sheridan,2008,16,98678.4,485623.2,0.2032,4
sheridan,2008,2,261497.76,489670.06,0.534029752,4
null_geo9,2008,-99,386116.2444,870074.9,0.443774623,-99
sheridan,2008,4,88810.56,485623.2,0.18288,2
null_geo9,2008,5,0,0,0,1
null_geo9,2008,2,257797.32,627263.3,0.410988387,4
null_geo9,2008,2,133215.84,408732.86,0.325924752,4
sheridan,2008,2,82643.16,283280.2,0.291737143,4
null_geo9,2008,2,155418.48,485623.2,0.32004,4
sheridan,2008,16,208458.12,485623.2,0.42926,4
null_geo9,2008,2,379911.84,987433.84,0.384747541,4
null_geo9,2008,2,178854.6,485623.2,0.3683,4
sheridan,2008,18,276299.52,497763.78,0.555082927,4
sheridan,2008,16,202290.72,485623.2,0.41656,4
null_geo9,2008,-99,0,0,0,-99
null_geo9,2008,2,196123.32,485623.2,0.40386,4
null_geo9,2008,25,192422.88,971246.4,0.19812,4
sheridan,2008,2,229427.28,485623.2,0.47244,4
null_geo9,2008,25,87577.08,485623.2,0.18034,4
null_geo9,2008,2,143083.68,485623.2,0.29464,4
sheridan,2008,2,287400.84,809372,0.355092,4
null_geo9,2008,2,222026.4,505857.5,0.438912,3
sheridan,2008,2,162819.36,574654.12,0.283335211,4
sheridan,2008,24,224493.36,501810.64,0.447367742,4
sheridan,2008,4,124581.48,485623.2,0.25654,4
sheridan,2008,2,124581.48,485623.2,0.25654,4
null_geo9,2008,2,129515.4,489670.06,0.264495868,4
sheridan,2008,2,53039.64,485623.2,0.10922,4
sheridan,2008,23,244229.04,534185.52,0.4572,6
sheridan,2008,2,151767.3792,708200.5,0.214300526,4
sheridan,2008,2,139383.24,424920.3,0.328022857,4
null_geo9,2008,2,165286.32,485623.2,0.34036,4
sheridan,2008,24,320704.8,959105.82,0.334379747,4
null_geo9,2008,2,158132.136,485623.2,0.325628,4
null_geo9,2008,2,218992.0392,501810.64,0.436404774,4
null_geo9,2008,2,143120.6844,501810.64,0.285209226,4
null_geo9,2008,2,97444.92,465388.9,0.209384348,4
sheridan,2008,2,98801.748,263045.9,0.375607385,6
sheridan,2008,16,191189.4,485623.2,0.3937,4
null_geo9,2008,2,218325.96,485623.2,0.44958,4
sheridan,2008,2,152951.52,465388.9,0.328653913,4
sheridan,2008,2,146784.12,327795.66,0.447792593,4
sheridan,2008,2,225726.84,485623.2,0.46482,4
sheridan,2008,2,195851.9544,489670.06,0.399968132,4
null_geo9,2008,2,131982.36,485623.2,0.27178,4
sheridan,2008,2,239011.4196,493716.92,0.484107344,3
sheridan,2008,2,144317.16,517998.08,0.27860625,6
sheridan,2008,2,151792.0488,497763.78,0.304948683,4
sheridan,2008,24,122114.52,493716.92,0.247337705,4
sheridan,2008,2,137224.65,323748.8,0.4238625,6
null_geo9,2008,2,128281.92,428967.16,0.299049057,4
sheridan,2008,21,140653.7244,485623.2,0.2896362,4
null_geo9,2008,4,173920.68,497763.78,0.349404878,4
sheridan,2008,4,172687.2,1011715,0.170688,4
null_geo9,2008,2,365110.08,942918.38,0.387213734,4
sheridan,2008,10,91277.52,497763.78,0.18337561,4
sheridan,2008,2,152951.52,481576.34,0.317606723,4
sheridan,2008,2,311453.7,776997.12,0.40084375,4
null_geo9,2008,2,194889.84,485623.2,0.40132,4
null_geo9,2008,2,491813.1456,1129073.94,0.435590882,4
sheridan,2008,2,236100.4068,489670.06,0.482163372,4
sheridan,2008,4,131982.36,501810.64,0.263012903,4
sheridan,2008,2,246696,485623.2,0.508,4
null_geo9,2008,4,86343.6,485623.2,0.1778,3
sheridan,2008,2,201501.2928,971246.4,0.2074672,3
sheridan,2008,2,213392.04,987433.84,0.216108197,4
null_geo9,2008,18,139383.24,829606.3,0.168011707,4
null_geo9,2008,2,92511,485623.2,0.1905,3
null_geo9,2008,2,172687.2,485623.2,0.3556,4
null_geo9,2008,2,113480.16,364217.4,0.311573333,4
sheridan,2008,2,278692.4712,890309.2,0.3130296,4
sheridan,2008,2,106079.28,481576.34,0.22027563,4
null_geo9,2008,2,415682.76,983386.98,0.422706173,4
sheridan,2008,2,198590.28,485623.2,0.40894,4
null_geo9,2008,25,98678.4,485623.2,0.2032,4
null_geo9,2008,2,175154.16,485623.2,0.36068,4
sheridan,2008,4,42468.7164,404686,0.10494264,4
sheridan,2008,24,162819.36,493716.92,0.329783607,4
sheridan,2008,16,159118.92,453248.32,0.351064286,4
null_geo9,2008,47,479823.72,1448775.88,0.331193296,4
null_geo9,2008,2,256563.84,493716.92,0.519659016,4
sheridan,2008,2,140616.72,477529.48,0.294467797,4
sheridan,2008,4,199823.76,416826.58,0.479394175,4
null_geo9,2008,-99,0,0,0,-99
null_geo9,2008,2,220632.5676,485623.2,0.4543298,4
sheridan,2008,24,188315.3916,485623.2,0.3877818,3
sheridan,2008,2,253196.4396,445154.6,0.568784509,3
sheridan,2008,16,140616.72,485623.2,0.28956,4
sheridan,2008,2,75439.6368,485623.2,0.1553464,3
null_geo9,2008,2,134449.32,485623.2,0.27686,3
sheridan,2008,17,146784.12,481576.34,0.3048,4
null_geo9,2008,4,61674,445154.6,0.138545455,4
null_geo9,2008,2,144317.16,445154.6,0.324196364,4
null_geo9,2008,-99,0,0,0,1
sheridan,2008,16,164348.8752,485623.2,0.3384296,4
null_geo9,2008,2,209617.5912,485623.2,0.4316476,4
null_geo9,2008,16,185614.0704,979340.12,0.189530182,4
null_geo9,2008,2,282466.92,995527.56,0.283736585,4
sheridan,2008,24,233127.72,995527.56,0.23417561,4
sheridan,2008,2,138273.108,497763.78,0.277789268,4
sheridan,2008,2,170220.24,489670.06,0.34762314,4
sheridan,2008,2,217092.48,526091.8,0.412652308,3
null_geo9,2008,1,452687.16,979340.12,0.462238017,4
sheridan,2008,16,107312.76,566560.4,0.189411429,4
null_geo9,2008,16,299735.64,870074.9,0.344494884,4
null_geo9,2008,2,233127.72,586794.7,0.397291034,4
sheridan,2008,2,92511,218530.44,0.423333333,4
sheridan,2008,2,265198.2,991480.7,0.267477551,4
sheridan,2008,2,170220.24,505857.5,0.3364992,3
sheridan,2008,2,148017.6,412779.72,0.358588235,4
sheridan,2008,2,188722.44,550372.96,0.3429,4
null_geo9,2008,2,128281.92,388498.56,0.3302,4
null_geo9,2008,2,224184.99,501810.64,0.446753226,4
sheridan,2008,24,194889.84,501810.64,0.388374194,4
null_geo9,2008,2,128281.92,485623.2,0.26416,4
null_geo9,2008,2,127048.44,493716.92,0.257331148,4
sheridan,2008,2,171453.72,517998.08,0.33099375,4
null_geo9,2008,2,78942.72,364217.4,0.216746667,4
null_geo9,2008,2,325638.72,849840.6,0.383177143,3
sheridan,2008,2,181321.56,485623.2,0.37338,3
null_geo9,2008,2,193779.708,485623.2,0.399034,4
sheridan,2008,2,162819.36,526091.8,0.309489231,4
null_geo9,2008,2,361409.64,971246.4,0.37211,4
null_geo9,2008,2,194889.84,505857.5,0.3852672,4
sheridan,2008,16,160562.0916,485623.2,0.3306318,4
null_geo9,2008,25,77709.24,461342.04,0.168442105,4
null_geo9,2008,2,259030.8,485623.2,0.5334,3
null_geo9,2008,2,374410.5192,971246.4,0.3854958,4
null_geo9,2008,25,83876.64,465388.9,0.180229565,4
null_geo9,2008,2,182555.04,485623.2,0.37592,4
sheridan,2008,2,157885.44,445154.6,0.354676364,3
sheridan,2008,2,207224.64,485623.2,0.42672,4
sheridan,2008,2,185675.7444,505857.5,0.367052352,6
null_geo9,2008,24,129663.4176,465388.9,0.278613704,4
sheridan,2008,2,129515.4,485623.2,0.2667,4
sheridan,2008,2,188722.44,408732.86,0.461726733,6
null_geo9,2008,24,235594.68,809372,0.291084,4
sheridan,2008,16,118932.1416,485623.2,0.2449068,4
null_geo9,2008,2,120461.6568,485623.2,0.2480564,4
sheridan,2008,16,178854.6,485623.2,0.3683,4
null_geo9,2008,2,177621.12,445154.6,0.399010909,3
sheridan,2008,2,245462.52,724387.94,0.338855866,4
sheridan,2008,16,140616.72,485623.2,0.28956,4
sheridan,2008,2,229427.28,801278.28,0.286327273,6
sheridan,2008,2,107312.76,485623.2,0.22098,3
sheridan,2008,2,173920.68,489670.06,0.355180165,4
null_geo9,2008,2,388546.2,890309.2,0.436418182,4
sheridan,2008,24,222026.4,501810.64,0.442451613,3
sheridan,2008,2,234361.2,485623.2,0.4826,4
null_geo9,2008,2,153432.5772,485623.2,0.3159506,4
null_geo9,2008,-99,0,0,0,-99
sheridan,2008,25,207224.64,995527.56,0.208156098,4
null_geo9,2008,2,193656.36,728434.8,0.265853333,4
null_geo9,2008,2,124581.48,485623.2,0.25654,4
sheridan,2008,2,182875.7448,485623.2,0.3765804,4
sheridan,2008,2,235594.68,441107.74,0.534099083,4
null_geo9,2008,2,294801.72,809372,0.364236,4
null_geo9,2008,46,200329.4868,955058.96,0.209756644,4
sheridan,2008,2,207224.64,465388.9,0.445273043,4
null_geo9,2008,2,166519.8,477529.48,0.348711864,4
sheridan,2008,2,175154.16,485623.2,0.36068,4
sheridan,2008,2,179631.6924,424920.3,0.422743086,4
null_geo9,2008,2,225726.84,489670.06,0.460978512,4
sheridan,2008,4,217092.48,485623.2,0.44704,4
null_geo9,2008,2,152951.52,485623.2,0.31496,4
sheridan,2008,4,170220.24,497763.78,0.341970732,4
sheridan,2008,17,144317.16,473482.62,0.3048,4
null_geo9,2008,2,145550.64,485623.2,0.29972,4
sheridan,2008,21,273832.56,942918.38,0.2904103,4
null_geo9,2008,2,383612.28,983386.98,0.390093827,4
sheridan,2008,2,159636.9816,445154.6,0.358611055,4
sheridan,2008,-99,0,0,0,-99
null_geo9,2008,2,133215.84,493716.92,0.269822951,4
null_geo9,2008,2,219559.44,485623.2,0.45212,4
sheridan,2008,2,180162.0888,558466.68,0.322602087,4
sheridan,2008,2,126024.6516,481576.34,0.261692571,4
null_geo9,2008,15,5266.9596,28328.02,0.185928,8
null_geo9,2008,2,190733.0124,485623.2,0.3927602,4
null_geo9,2008,2,197356.8,505857.5,0.390144,4
sheridan,2008,2,167753.28,489670.06,0.342585124,4
null_geo9,2008,2,247929.48,505857.5,0.4901184,4
sheridan,2008,2,186255.48,505857.5,0.3681984,3
sheridan,2008,2,215846.6652,477529.48,0.452008068,4
null_geo9,2008,2,226960.32,485623.2,0.46736,4
sheridan,2008,24,120881.04,485623.2,0.24892,4
sheridan,2008,2,289867.8,971246.4,0.29845,4
null_geo9,2008,24,370006.9956,987433.84,0.374716623,4
sheridan,2008,4,154185,485623.2,0.3175,4
null_geo9,2008,16,79719.8124,485623.2,0.1641602,4
null_geo9,2008,2,149251.08,489670.06,0.3048,4
null_geo9,2008,24,283700.4,971246.4,0.2921,4
sheridan,2008,2,242995.56,497763.78,0.48817561,4
sheridan,2008,2,111074.874,445154.6,0.249520364,3
sheridan,2008,2,112246.68,485623.2,0.23114,4
sheridan,2008,2,236100.4068,489670.06,0.482163372,4
sheridan,2008,9,104919.8088,485623.2,0.2160524,4
sheridan,2008,2,135682.8,667731.9,0.2032,4
null_geo9,2008,24,256563.84,971246.4,0.26416,4
sheridan,2008,2,155418.48,497763.78,0.312234146,4
null_geo9,2008,-99,0,0,0,-99
sheridan,2008,4,138149.76,485623.2,0.28448,4
null_geo9,2008,2,127048.44,485623.2,0.26162,4
sheridan,2008,2,154185,574654.12,0.268309859,4
sheridan,2008,24,136916.28,501810.64,0.272845161,4
sheridan,2008,2,205991.16,497763.78,0.413834146,4
null_geo9,2008,2,140789.4072,497763.78,0.282844488,4
sheridan,2008,2,256563.84,485623.2,0.52832,4
null_geo9,2008,24,107312.76,493716.92,0.217357377,4
sheridan,2008,24,141850.2,404686,0.35052,4
