masterid,year,crop,volume_m3,area_m2,depth_m,system
sheridan,1999,15,160574.4264,566560.4,0.283420457,6
null_geo9,1999,2,8671.3644,364217.4,0.023808267,3
null_geo9,1999,2,161598.2148,485623.2,0.3327654,4
null_geo9,1999,2,162979.7124,485623.2,0.3356102,4
sheridan,1999,2,149904.8244,534185.52,0.280623818,3
null_geo9,1999,2,355649.2884,1529713.08,0.232494667,4
null_geo9,1999,2,122028.1764,485623.2,0.2512822,3
sheridan,1999,16,76204.3944,477529.48,0.159580881,6
sheridan,1999,2,170750.6364,493716.92,0.345848066,3
null_geo9,1999,2,162103.9416,485623.2,0.3338068,3
sheridan,1999,2,153444.912,497763.78,0.308269268,4
null_geo9,1999,2,332509.2036,942918.38,0.35263921,4
sheridan,1999,2,118932.1416,424920.3,0.279893486,4
null_geo9,1999,24,99911.88,465388.9,0.214685217,4
null_geo9,1999,2,117735.666,469435.76,0.250803103,3
sheridan,1999,2,119672.2296,485623.2,0.2464308,4
sheridan,1999,2,128096.898,485623.2,0.263779,3
null_geo9,1999,4,115589.4108,404686,0.28562808,4
sheridan,1999,2,115046.6796,485623.2,0.2369058,4
sheridan,1999,2,121152.4056,485623.2,0.2494788,3
null_geo9,1999,2,316227.2676,667731.9,0.473585309,4
null_geo9,1999,2,128368.2636,485623.2,0.2643378,3
null_geo9,1999,2,148375.3092,493716.92,0.300527803,4
sheridan,1999,2,117303.948,485623.2,0.241554,3
null_geo9,1999,2,225097.7652,1011715,0.222491808,4
null_geo9,1999,2,54273.12,1092652.2,0.049671111,3
sheridan,1999,25,148659.0096,550372.96,0.270106588,6
sheridan,1999,2,182838.7404,505857.5,0.361444032,4
sheridan,1999,2,106572.672,505857.5,0.21067776,4
null_geo9,1999,2,236507.4552,505857.5,0.467538816,4
sheridan,1999,2,301548.8556,971246.4,0.3104769,4
sheridan,1999,2,182838.7404,445154.6,0.410731855,4
sheridan,1999,2,152285.4408,825559.44,0.184463765,4
null_geo9,1999,2,161215.836,485623.2,0.331978,4
sheridan,1999,18,104808.7956,485623.2,0.2158238,3
sheridan,1999,16,40001.7564,550372.96,0.072681353,6
null_geo9,1999,24,206953.2744,971246.4,0.2130806,4
sheridan,1999,2,151520.6832,485623.2,0.3120136,3
null_geo9,1999,4,89673.996,485623.2,0.184658,3
null_geo9,1999,2,312958.5456,667731.9,0.468690036,4
sheridan,1999,2,159673.986,930777.8,0.171549391,4
sheridan,1999,24,194186.7564,768903.4,0.252550863,4
null_geo9,1999,2,110889.852,485623.2,0.228346,4
sheridan,1999,2,163769.1396,485623.2,0.3372358,4
sheridan,1999,2,206632.5696,687966.2,0.300353506,6
null_geo9,1999,-99,0,0,0,-99
null_geo9,1999,2,330103.9176,971246.4,0.3398774,3
sheridan,1999,2,97321.572,485623.2,0.200406,4
null_geo9,1999,2,168925.086,505857.5,0.33393888,4
null_geo9,1999,2,130539.1884,485623.2,0.2688082,4
sheridan,1999,2,156812.3124,384451.7,0.407886568,1
sheridan,1999,2,178694.2476,465388.9,0.383968487,3
null_geo9,1999,2,129416.7216,485623.2,0.2664968,4
sheridan,1999,2,55235.2344,546326.1,0.101103289,4
sheridan,1999,2,232523.3148,627263.3,0.370695794,4
sheridan,1999,2,126123.33,485623.2,0.259715,3
null_geo9,1999,2,122755.9296,485623.2,0.2527808,4
null_geo9,1999,2,126518.0436,493716.92,0.256256852,4
sheridan,1999,2,149904.8244,534185.52,0.280623818,3
sheridan,1999,2,168641.3856,493716.92,0.341575869,4
null_geo9,1999,-99,0,0,0,-99
sheridan,1999,2,146155.0452,469435.76,0.31134269,3
sheridan,1999,2,289806.126,1068371.04,0.271260455,3
sheridan,1999,2,153987.6432,550372.96,0.279788471,6
null_geo9,1999,4,77536.5528,526091.8,0.147382523,3
null_geo9,1999,2,325009.6452,728434.8,0.4461764,6
sheridan,1999,4,70073.9988,489670.06,0.14310486,3
null_geo9,1999,2,121621.128,485623.2,0.250444,4
null_geo9,1999,2,131636.9856,485623.2,0.2710688,3
null_geo9,1999,2,114047.5608,465388.9,0.2450592,3
sheridan,1999,2,185441.3832,505857.5,0.366589056,4
null_geo9,1999,2,137779.716,420873.44,0.327366923,4
sheridan,1999,2,141726.852,485623.2,0.291846,3
sheridan,1999,2,141726.852,485623.2,0.291846,3
sheridan,1999,2,133425.5316,505857.5,0.263761728,4
null_geo9,1999,4,87219.3708,485623.2,0.1796034,4
null_geo9,1999,2,136274.8704,485623.2,0.2806192,4
null_geo9,1999,2,178361.208,485623.2,0.367284,3
sheridan,1999,2,185441.3832,505857.5,0.366589056,4
null_geo9,1999,2,178361.208,493716.92,0.361262951,4
sheridan,1999,2,185441.3832,505857.5,0.366589056,4
null_geo9,1999,2,122546.238,485623.2,0.252349,4
null_geo9,1999,2,197603.496,485623.2,0.406908,3
sheridan,1999,2,132722.448,485623.2,0.273304,4
sheridan,1999,24,112567.3848,501810.64,0.224322968,4
sheridan,1999,16,126185.004,477529.48,0.264246102,3
null_geo9,1999,-99,0,0,0,-99
sheridan,1999,2,182838.7404,505857.5,0.361444032,4
sheridan,1999,2,165298.6548,550372.96,0.300340059,6
sheridan,1999,-99,0,0,0,-99
null_geo9,1999,4,136274.8704,485623.2,0.2806192,4
null_geo9,1999,4,88304.8332,445154.6,0.198369382,4
sheridan,1999,2,157392.048,546326.1,0.288092444,6
sheridan,1999,10,126962.0964,586794.7,0.216365959,4
null_geo9,1999,24,116169.1464,428967.16,0.270811925,6
sheridan,1999,2,182838.7404,566560.4,0.322717886,4
sheridan,1999,2,194285.4348,728434.8,0.266716933,4
sheridan,1999,2,123804.3876,485623.2,0.2549398,3
sheridan,1999,2,203733.8916,526091.8,0.387260123,3
null_geo9,1999,2,315795.5496,983386.98,0.321131259,4
null_geo9,1999,2,224851.0692,485623.2,0.4630166,3
null_geo9,1999,2,147425.5296,485623.2,0.3035808,4
null_geo9,1999,24,119548.8816,728434.8,0.164117867,4
sheridan,1999,-99,0,0,0,-99
sheridan,1999,2,132870.4656,485623.2,0.2736088,4
null_geo9,1999,25,316979.6904,1040043.02,0.30477628,6
sheridan,1999,2,204412.3056,631310.16,0.323791385,1
sheridan,1999,2,126172.6692,505857.5,0.249423936,4
sheridan,1999,16,22708.3668,647497.6,0.03507105,6
sheridan,1999,-99,0,0,0,-99
null_geo9,1999,-99,285908.3292,910543.5,0.313998187,-99
sheridan,1999,16,90969.15,343983.1,0.264458824,3
null_geo9,1999,2,66780.6072,141640.1,0.471482057,1
null_geo9,1999,2,148856.3664,607029,0.24522176,3
null_geo9,1999,2,115490.7324,408732.86,0.282558653,4
sheridan,1999,2,59392.062,283280.2,0.209658857,4
null_geo9,1999,2,116119.8072,485623.2,0.2391156,3
sheridan,1999,16,133277.514,477529.48,0.279098644,3
null_geo9,1999,2,136274.8704,971246.4,0.1403096,4
null_geo9,1999,2,136274.8704,485623.2,0.2806192,4
sheridan,1999,2,117933.0228,497763.78,0.236926244,3
sheridan,1999,16,113874.8736,485623.2,0.2344928,3
null_geo9,1999,-99,0,453248.32,0,-99
null_geo9,1999,9,81767.3892,485623.2,0.1683766,4
null_geo9,1999,25,223494.2412,971246.4,0.2301113,4
sheridan,1999,2,119302.1856,493716.92,0.241641443,4
null_geo9,1999,2,185971.7796,485623.2,0.3829558,4
null_geo9,1999,-99,116514.5208,513951.22,0.226704,4
sheridan,1999,2,208273.098,809372,0.2573274,4
null_geo9,1999,2,165273.9852,497763.78,0.332033756,4
sheridan,1999,2,131538.3072,509904.36,0.257967238,3
sheridan,1999,2,111629.94,493716.92,0.226101639,4
sheridan,1999,24,117057.252,501810.64,0.233270323,4
sheridan,1999,2,127184.1228,505857.5,0.251423424,4
sheridan,1999,16,11360.3508,550372.96,0.020641235,6
null_geo9,1999,2,93719.8104,485623.2,0.1929892,4
sheridan,1999,2,55506.6,242811.6,0.2286,3
sheridan,1999,2,121288.0884,526091.8,0.230546031,4
sheridan,1999,1,207989.3976,667731.9,0.311487127,6
sheridan,1999,2,144859.8912,424920.3,0.340911543,6
null_geo9,1999,4,75291.6192,485623.2,0.1550416,4
sheridan,1999,24,123323.3304,951012.1,0.129676187,4
null_geo9,1999,2,69703.9548,485623.2,0.1435354,3
null_geo9,1999,2,83876.64,485623.2,0.17272,3
null_geo9,1999,25,106782.3636,501810.64,0.212794645,3
null_geo9,1999,2,61476.6432,461342.04,0.133256421,3
sheridan,1999,2,89945.3616,263045.9,0.341938708,6
sheridan,1999,16,119647.56,477529.48,0.250555932,3
null_geo9,1999,2,208297.7676,485623.2,0.4289298,3
sheridan,1999,2,179767.3752,465388.9,0.386274365,4
sheridan,1999,2,106856.3724,408732.86,0.261433901,4
sheridan,1999,2,252110.9772,485623.2,0.5191506,3
sheridan,1999,2,111296.9004,602982.14,0.184577879,6
null_geo9,1999,2,133043.1528,485623.2,0.2739644,4
sheridan,1999,24,137002.6236,493716.92,0.277492918,3
sheridan,1999,2,193508.3424,485623.2,0.3984752,3
sheridan,1999,25,144909.2304,550372.96,0.263293412,6
sheridan,1999,2,120362.9784,497763.78,0.241808,4
sheridan,1999,24,135460.7736,493716.92,0.274369967,4
sheridan,1999,2,159896.0124,323748.8,0.4938903,1
null_geo9,1999,2,130255.488,428967.16,0.303649811,4
sheridan,1999,24,127418.484,489670.06,0.260213554,-99
null_geo9,1999,2,143219.3628,485623.2,0.2949194,4
sheridan,1999,2,210431.688,971246.4,0.216662,4
null_geo9,1999,2,355402.5924,942918.38,0.376918558,4
sheridan,1999,2,119820.2472,497763.78,0.240717659,4
sheridan,1999,2,199231.6896,437060.88,0.455845333,4
sheridan,1999,2,263890.7112,813418.86,0.324422448,6
null_geo9,1999,2,106288.9716,485623.2,0.2188718,4
null_geo9,1999,2,332496.8688,756762.82,0.439368385,4
sheridan,1999,2,216216.7092,384451.7,0.562404126,1
sheridan,1999,24,118056.3708,501810.64,0.235261355,4
sheridan,1999,2,252110.9772,485623.2,0.5191506,3
null_geo9,1999,24,188229.048,485623.2,0.387604,4
sheridan,1999,4,112296.0192,987433.84,0.113725377,4
sheridan,1999,25,186132.132,1011715,0.18397728,4
null_geo9,1999,-99,141862.5348,647497.6,0.21909405,3
null_geo9,1999,2,147376.1904,477529.48,0.308622915,3
null_geo9,1999,2,173464.2924,485623.2,0.3572002,4
null_geo9,1999,2,116045.7984,404686,0.28675584,4
sheridan,1999,2,139457.2488,849840.6,0.164098514,4
sheridan,1999,2,109051.9668,433014.02,0.251844561,3
null_geo9,1999,2,315795.5496,983386.98,0.321131259,4
sheridan,1999,2,205041.3804,485623.2,0.4222242,4
null_geo9,1999,2,156491.6076,485623.2,0.3222498,4
null_geo9,1999,2,153025.5288,485623.2,0.3151124,4
sheridan,1999,-99,117044.9172,404686,0.28922472,-99
sheridan,1999,2,193150.6332,607029,0.31819088,4
sheridan,1999,18,182838.7404,546326.1,0.3346704,4
null_geo9,1999,26,376112.7216,1448775.88,0.259607866,4
null_geo9,1999,2,113245.7988,493716.92,0.229374492,3
sheridan,1999,25,158193.81,534185.52,0.296140909,1
sheridan,1999,2,114466.944,566560.4,0.202038857,4
null_geo9,1999,2,145266.9396,578700.98,0.251023049,4
null_geo9,1999,2,161894.25,485623.2,0.333375,3
sheridan,1999,2,148659.0096,485623.2,0.3061208,3
sheridan,1999,2,113048.442,485623.2,0.232791,3
sheridan,1999,2,117303.948,485623.2,0.241554,3
sheridan,1999,2,83777.9616,497763.78,0.168309073,4
null_geo9,1999,2,145365.618,477529.48,0.304412542,3
sheridan,1999,2,97506.594,493716.92,0.19749541,4
null_geo9,1999,2,104759.4564,485623.2,0.2157222,4
null_geo9,1999,2,141455.4864,404686,0.34954464,4
null_geo9,1999,-99,0,0,0,-99
sheridan,1999,16,151619.3616,501810.64,0.30214529,3
null_geo9,1999,2,123422.0088,493716.92,0.249985967,4
null_geo9,1999,2,224407.0164,979340.12,0.229141587,4
null_geo9,1999,2,262731.24,987433.84,0.26607541,3
sheridan,1999,-99,0,0,0,-99
sheridan,1999,2,123298.6608,497763.78,0.247705756,3
sheridan,1999,2,118155.0492,485623.2,0.2433066,4
sheridan,1999,2,173747.9928,485623.2,0.3577844,4
sheridan,1999,2,125370.9072,412779.72,0.303724235,1
null_geo9,1999,2,262324.1916,979340.12,0.267858744,4
sheridan,1999,46,102058.1352,566560.4,0.1801368,3
null_geo9,1999,24,274819.344,951012.1,0.28897634,4
null_geo9,1999,6,116465.1816,566560.4,0.205565829,4
sheridan,1999,2,25397.3532,121405.8,0.2091944,1
sheridan,1999,2,148017.6,991480.7,0.149289796,4
sheridan,1999,2,62759.4624,530138.66,0.118383389,4
sheridan,1999,25,100849.3248,607029,0.16613632,4
sheridan,1999,2,150274.8684,465388.9,0.32290247,1
null_geo9,1999,2,109582.3632,396592.28,0.276310531,4
null_geo9,1999,2,166704.822,485623.2,0.343281,3
sheridan,1999,24,139358.5704,501810.64,0.277712129,3
null_geo9,1999,2,153198.216,477529.48,0.320814915,3
null_geo9,1999,2,132068.7036,493716.92,0.267499475,4
sheridan,1999,2,112296.0192,485623.2,0.2312416,6
null_geo9,1999,5,51510.1248,485623.2,0.1060704,4
null_geo9,1999,30,357931.2264,870074.9,0.411380763,4
sheridan,1999,2,149904.8244,534185.52,0.280623818,3
null_geo9,1999,2,224851.0692,485623.2,0.4630166,3
sheridan,1999,2,109014.9624,485623.2,0.2244852,4
null_geo9,1999,2,330695.988,971246.4,0.340487,3
null_geo9,1999,2,153975.3084,505857.5,0.304385472,4
sheridan,1999,2,182838.7404,505857.5,0.361444032,4
null_geo9,1999,-99,0,0,0,-99
null_geo9,1999,2,263520.6672,708200.5,0.37209984,4
null_geo9,1999,2,389150.6052,987433.84,0.394103902,4
null_geo9,1999,5,98666.0652,517998.08,0.190476188,4
null_geo9,1999,2,122644.9164,485623.2,0.2525522,3
sheridan,1999,2,165520.6812,445154.6,0.371828291,4
sheridan,1999,2,128331.2592,453248.32,0.283137429,3
sheridan,1999,2,164854.602,505857.5,0.32589216,6
null_geo9,1999,24,115540.0716,465388.9,0.248266226,4
sheridan,1999,2,86306.5956,465388.9,0.185450922,3
sheridan,1999,2,102748.884,404686,0.2538984,3
null_geo9,1999,18,174155.0412,829606.3,0.209925424,4
sheridan,1999,2,181136.538,505857.5,0.35807904,4
null_geo9,1999,2,166655.4828,485623.2,0.3431794,3
sheridan,1999,2,185441.3832,505857.5,0.366589056,4
null_geo9,1999,2,127665.18,505857.5,0.2523744,3
sheridan,1999,2,179335.6572,720341.08,0.248959955,4
sheridan,1999,2,140407.0284,493716.92,0.284388393,4
sheridan,1999,2,168024.6456,801278.28,0.209696242,6
sheridan,1999,2,97444.92,485623.2,0.20066,4
sheridan,1999,2,167888.9628,493716.92,0.340051869,4
null_geo9,1999,2,296059.8696,890309.2,0.3325368,4
sheridan,1999,24,129922.4484,501810.64,0.258907935,3
sheridan,1999,2,212220.234,530138.66,0.400311756,6
null_geo9,1999,10,2503.9644,485623.2,0.0051562,3
null_geo9,1999,-99,0,0,0,-99
sheridan,1999,4,129811.4352,995527.56,0.130394927,4
null_geo9,1999,2,189080.1492,809372,0.23361396,3
null_geo9,1999,2,139814.958,485623.2,0.287909,3
sheridan,1999,2,187735.656,505857.5,0.37112448,3
sheridan,1999,2,172687.2,424920.3,0.4064,4
null_geo9,1999,2,243476.6172,809372,0.30082236,4
null_geo9,1999,2,225665.166,971246.4,0.2323465,4
sheridan,1999,2,149658.1284,465388.9,0.321577252,4
null_geo9,1999,2,154370.022,485623.2,0.317881,4
sheridan,1999,2,136706.5884,971246.4,0.1407541,3
sheridan,1999,2,112431.702,404686,0.2778252,4
null_geo9,1999,2,155665.176,485623.2,0.320548,3
sheridan,1999,16,165372.6636,627263.3,0.263642168,3
null_geo9,1999,2,173747.9928,485623.2,0.3577844,4
sheridan,1999,2,145131.2568,497763.78,0.29156722,4
sheridan,1999,2,113480.16,424920.3,0.267062857,6
null_geo9,1999,2,209691.6,501810.64,0.417870968,3
sheridan,1999,20,116921.5692,934824.66,0.125073558,6
null_geo9,1999,2,302301.2784,983386.98,0.307408988,4
sheridan,1999,2,99245.8008,437060.88,0.227076,4
sheridan,1999,24,183973.542,728434.8,0.252560667,1
null_geo9,1999,2,148239.6264,501810.64,0.295410194,4
null_geo9,1999,2,217363.8456,485623.2,0.4475988,3
null_geo9,1999,2,168493.368,971246.4,0.173482,4
sheridan,1999,2,114676.6356,485623.2,0.2361438,3
null_geo9,1999,2,124285.4448,485623.2,0.2559304,3
null_geo9,1999,2,152359.4496,505857.5,0.301191168,4
sheridan,1999,2,106128.6192,481576.34,0.220378084,6
sheridan,1999,2,149904.8244,497763.78,0.301157268,4
null_geo9,1999,2,276570.8856,987433.84,0.280091213,4
null_geo9,1999,2,67619.3736,364217.4,0.185657067,4
null_geo9,1999,2,151175.3088,489670.06,0.308729653,4
sheridan,1999,2,128454.6072,449201.46,0.285962811,4
sheridan,1999,2,232523.3148,627263.3,0.370695794,4
sheridan,1999,2,168888.0816,493716.92,0.342075541,4
sheridan,1999,2,137977.0728,485623.2,0.2841244,4
sheridan,1999,2,30886.3392,323748.8,0.0954024,1
sheridan,1999,2,204412.3056,667731.9,0.306130036,4
sheridan,1999,2,72429.9456,372311.12,0.194541913,4
null_geo9,1999,24,286796.4348,971246.4,0.2952877,3
sheridan,1999,2,118673.1108,497763.78,0.238413073,3
null_geo9,1999,2,111346.2396,870074.9,0.12797347,4
sheridan,1999,2,182838.7404,505857.5,0.361444032,4
null_geo9,1999,4,87712.7628,485623.2,0.1806194,4
sheridan,1999,2,110149.764,493716.92,0.223103607,4
sheridan,1999,2,85344.4812,501810.64,0.170073484,4
sheridan,1999,2,197603.496,485623.2,0.406908,3
null_geo9,1999,2,112185.006,566560.4,0.198011143,4
sheridan,1999,9,63709.242,485623.2,0.131191,3
null_geo9,1999,2,132389.4084,505857.5,0.261713472,4
sheridan,1999,4,18514.5348,465388.9,0.039783026,4
null_geo9,1999,2,231561.2004,501810.64,0.461452452,3
null_geo9,1999,2,109138.3104,485623.2,0.2247392,4
sheridan,1999,4,122114.52,517998.08,0.23574375,6
sheridan,2000,2,348988.4964,635357.02,0.549280662,4
null_geo9,2000,4,174253.7196,493716.92,0.35294341,4
sheridan,2000,24,207273.9792,501810.64,0.413053161,4
sheridan,2000,2,231943.5792,505857.5,0.458516736,4
sheridan,2000,2,200403.4956,485623.2,0.4126738,4
sheridan,2000,2,334606.1196,651544.46,0.513559602,4
sheridan,2000,2,303226.3884,675825.62,0.448676551,4
null_geo9,2000,2,34192.0656,526091.8,0.064992738,1
sheridan,2000,2,280777.0524,485623.2,0.5781802,4
null_geo9,2000,2,397858.974,477529.48,0.833163051,3
null_geo9,2000,24,278001.7224,1052183.6,0.264214708,3
null_geo9,2000,2,272549.7408,501810.64,0.543133935,3
null_geo9,2000,2,231894.24,501810.64,0.462116129,3
null_geo9,2000,2,219226.4004,485623.2,0.4514342,4
sheridan,2000,2,251087.1888,493716.92,0.508566295,4
null_geo9,2000,2,226220.232,396592.28,0.570411429,4
sheridan,2000,2,357289.8168,930777.8,0.38386247,4
null_geo9,2000,24,132204.3864,230671.02,0.573130947,4
sheridan,2000,2,277533,598935.28,0.463378378,3
sheridan,2000,2,243698.6436,485623.2,0.5018278,4
sheridan,2000,2,207816.7104,501810.64,0.41413471,4
sheridan,2000,-99,166100.4168,505857.5,0.328354944,-99
null_geo9,2000,2,207952.3932,485623.2,0.4282186,3
sheridan,2000,2,300488.0628,607029,0.49501552,5
sheridan,2000,2,194026.404,493716.92,0.392992131,4
null_geo9,2000,2,338910.9648,647497.6,0.5234178,6
null_geo9,2000,2,143194.6932,485623.2,0.2948686,4
sheridan,2000,2,152408.7888,501810.64,0.303718452,3
null_geo9,2000,2,172156.8036,364217.4,0.472677067,3
null_geo9,2000,2,238937.4108,485623.2,0.4920234,4
null_geo9,2000,2,240257.2344,485623.2,0.4947412,4
sheridan,2000,2,500583.1884,534185.52,0.937098364,3
null_geo9,2000,2,676070.388,1922258.5,0.351707116,3
null_geo9,2000,2,192151.5144,485623.2,0.3956812,3
sheridan,2000,2,176634.336,477529.48,0.369892881,6
sheridan,2000,2,347224.62,574654.12,0.604233803,4
null_geo9,2000,2,275275.7316,485623.2,0.5668518,4
sheridan,2000,2,24126.8688,497763.78,0.048470634,4
null_geo9,2000,2,524660.718,942918.38,0.556423519,4
sheridan,2000,4,163214.0736,424920.3,0.384106057,4
null_geo9,2000,24,199823.76,465388.9,0.429370435,4
null_geo9,2000,2,252160.3164,955058.96,0.264026542,4
sheridan,2000,2,235594.68,485623.2,0.48514,4
sheridan,2000,2,164398.2144,485623.2,0.3385312,3
null_geo9,2000,2,143503.0632,404686,0.35460432,4
sheridan,2000,-99,0,0,0,-99
sheridan,2000,2,137496.0156,404686,0.33976056,3
null_geo9,2000,2,342599.07,647497.6,0.52911375,4
null_geo9,2000,2,222606.1356,485623.2,0.4583938,3
null_geo9,2000,2,318287.1792,493716.92,0.644676984,4
sheridan,2000,2,176362.9704,489670.06,0.360167802,6
null_geo9,2000,2,516544.4196,1011715,0.510564384,4
null_geo9,2000,-99,346607.88,1052183.6,0.329418462,-99
sheridan,2000,25,197369.1348,550372.96,0.358610647,6
sheridan,2000,2,185441.3832,505857.5,0.366589056,4
sheridan,2000,2,229624.6368,505857.5,0.453932544,4
null_geo9,2000,2,324787.6188,501810.64,0.647232968,4
sheridan,2000,2,539154.108,971246.4,0.555117,4
sheridan,2000,2,185441.3832,445154.6,0.416578473,4
sheridan,2000,2,366923.2956,825559.44,0.444455176,4
null_geo9,2000,2,281973.528,485623.2,0.580644,4
sheridan,2000,18,267948.8604,485623.2,0.5517642,4
sheridan,2000,9,34068.7176,526091.8,0.064758277,6
null_geo9,2000,24,484609.6224,979340.12,0.494833983,4
sheridan,2000,24,244685.4276,485623.2,0.5038598,3
null_geo9,2000,4,162288.9636,485623.2,0.3341878,3
null_geo9,2000,2,341575.2816,647497.6,0.5275326,4
sheridan,2000,2,255120.6684,930777.8,0.274094713,4
sheridan,2000,24,266308.332,789137.7,0.337468308,4
null_geo9,2000,2,158255.484,485623.2,0.325882,4
sheridan,2000,2,264199.0812,485623.2,0.5440426,4
sheridan,2000,2,334223.7408,687966.2,0.485815341,6
null_geo9,2000,2,236100.4068,493716.92,0.478211213,4
null_geo9,2000,2,605293.3056,971246.4,0.6232144,4
sheridan,2000,4,161252.8404,485623.2,0.3320542,4
null_geo9,2000,2,239936.5296,505857.5,0.474317568,4
null_geo9,2000,4,180791.1636,485623.2,0.3722878,4
sheridan,2000,2,199873.0992,384451.7,0.519892547,1
sheridan,2000,2,281381.4576,465388.9,0.604617183,4
null_geo9,2000,2,251962.9596,485623.2,0.5188458,4
sheridan,2000,2,214070.454,546326.1,0.391837333,4
sheridan,2000,2,343413.1668,627263.3,0.547479794,1
sheridan,2000,2,281060.7528,485623.2,0.5787644,3
null_geo9,2000,2,204634.332,485623.2,0.421386,4
null_geo9,2000,2,288325.95,493716.92,0.583991803,4
sheridan,2000,2,258919.7868,534185.52,0.484701273,3
sheridan,2000,2,248842.2552,493716.92,0.504019279,4
null_geo9,2000,2,237691.596,505857.5,0.46987968,4
sheridan,2000,2,400079.238,485623.2,0.823849,3
sheridan,2000,2,258919.7868,1068371.04,0.242350636,3
sheridan,2000,2,218584.9908,550372.96,0.397158882,6
null_geo9,2000,2,264914.4996,526091.8,0.503553046,3
null_geo9,2000,2,312156.7836,728434.8,0.428531867,6
sheridan,2000,2,196123.32,489670.06,0.400522314,4
null_geo9,2000,2,202771.7772,485623.2,0.4175506,4
null_geo9,2000,2,221977.0608,485623.2,0.4570984,3
null_geo9,2000,2,243846.6612,465388.9,0.523964452,3
sheridan,2000,2,188056.3608,505857.5,0.371758464,4
null_geo9,2000,2,331806.12,809372,0.409956,4
sheridan,2000,2,199367.3724,485623.2,0.4105402,3
sheridan,2000,2,193286.316,501810.64,0.38517871,3
sheridan,2000,2,258870.4476,505857.5,0.511747008,4
null_geo9,2000,2,174155.0412,485623.2,0.3586226,4
null_geo9,2000,2,208618.4724,485623.2,0.4295902,3
null_geo9,2000,2,244833.4452,485623.2,0.5041646,4
sheridan,2000,2,185441.3832,505857.5,0.366589056,4
null_geo9,2000,2,255021.99,493716.92,0.516536066,4
sheridan,2000,2,185441.3832,505857.5,0.366589056,4
null_geo9,2000,4,191374.422,485623.2,0.394081,4
null_geo9,2000,2,218042.2596,485623.2,0.4489958,4
sheridan,2000,2,274153.2648,485623.2,0.5645404,4
sheridan,2000,24,192151.5144,501810.64,0.38291729,4
sheridan,2000,16,233300.4072,477529.48,0.488558237,4
null_geo9,2000,2,112431.702,360170.54,0.312163146,4
sheridan,2000,2,188056.3608,505857.5,0.371758464,4
sheridan,2000,2,233029.0416,517998.08,0.44986575,6
sheridan,2000,-99,0,0,0,-99
null_geo9,2000,2,216673.0968,445154.6,0.486737891,6
null_geo9,2000,2,194236.0956,465388.9,0.417363965,4
sheridan,2000,24,227355.0336,546326.1,0.4161536,3
sheridan,2000,2,228946.2228,485623.2,0.4714494,4
null_geo9,2000,2,194618.4744,428967.16,0.453691925,6
sheridan,2000,2,185441.3832,566560.4,0.327311657,4
sheridan,2000,2,333199.9524,728434.8,0.457420133,4
sheridan,2000,4,118192.0536,485623.2,0.2433828,4
sheridan,2000,2,242119.7892,441107.74,0.54889167,3
null_geo9,2000,2,502174.3776,983386.98,0.51065916,4
null_geo9,2000,2,228946.2228,485623.2,0.4714494,4
null_geo9,2000,2,224320.6728,485623.2,0.4619244,4
null_geo9,2000,24,225356.796,485623.2,0.464058,4
sheridan,2000,-99,0,0,0,-99
sheridan,2000,2,258919.7868,485623.2,0.5331714,4
null_geo9,2000,26,516482.7456,1040043.02,0.496598661,6
sheridan,2000,2,237124.1952,627263.3,0.378030658,1
sheridan,2000,2,250211.418,505857.5,0.49462944,4
sheridan,2000,16,22708.3668,477529.48,0.047553966,6
sheridan,2000,-99,0,0,0,-99
null_geo9,2000,-99,393837.8292,910543.5,0.43253152,-99
sheridan,2000,2,91980.6036,477529.48,0.192618102,4
null_geo9,2000,2,175795.5696,242811.6,0.7240016,1
null_geo9,2000,2,285525.9504,627263.3,0.455194219,3
null_geo9,2000,2,233374.416,408732.86,0.570971881,4
sheridan,2000,2,136163.8572,283280.2,0.4806696,4
null_geo9,2000,2,104574.4344,485623.2,0.2153412,3
sheridan,2000,2,249113.6208,477529.48,0.521672949,4
null_geo9,2000,24,409737.3864,971246.4,0.4218686,3
null_geo9,2000,4,192373.5408,485623.2,0.3961384,3
sheridan,2000,2,257402.6064,497763.78,0.51711922,4
sheridan,2000,16,258451.0644,485623.2,0.5322062,4
null_geo9,2000,-99,0,0,0,-99
null_geo9,2000,2,269145.336,485623.2,0.554228,4
null_geo9,2000,2,319421.9808,971246.4,0.3288792,4
sheridan,2000,2,221977.0608,485623.2,0.4570984,4
null_geo9,2000,2,200995.566,485623.2,0.413893,4
null_geo9,2000,2,222581.466,517998.08,0.429696563,4
sheridan,2000,2,355180.566,809372,0.4388358,4
null_geo9,2000,2,262842.2532,505857.5,0.519598656,3
sheridan,2000,2,240590.274,505857.5,0.47560992,4
sheridan,2000,2,223235.2104,493716.92,0.452153311,4
sheridan,2000,24,210678.384,501810.64,0.419837419,4
sheridan,2000,2,127184.1228,505857.5,0.251423424,4
sheridan,2000,9,39175.3248,550372.96,0.071179765,4
null_geo9,2000,2,173883.6756,485623.2,0.3580638,4
sheridan,2000,2,64140.96,485623.2,0.13208,4
sheridan,2000,4,192373.5408,526091.8,0.365666215,4
sheridan,2000,25,385561.1784,687966.2,0.560437553,6
sheridan,2000,2,189696.8892,424920.3,0.4464304,3
null_geo9,2000,17,267948.8604,485623.2,0.5517642,4
sheridan,2000,2,387251.046,951012.1,0.40719983,4
