system:index,0,1,aridity,groups,masterid,pdsi_ann,pdsi_grow,pr_ann,pr_calendar,pr_early,pr_grow,.geo
00003a5cab3f7f683b09,2.4787629829326853E8,2.075150538483439E8,0.4327163978257544,"[{group=0, sum=2.4787629829326853E8}, {group=1, sum=2.075150538483439E8}]",buffer,-2.3718688000904637,-2.195935588508369,478.1086339246537,503.6691420867359,60.46215473321117,417.64647931101314,
0000b97eef25f3d82ec0,5.334174071312877E7,9.174457305613463E7,0.42050039000346734,"[{group=0, sum=5.334174071312877E7}, {group=1, sum=9.174457305613463E7}]",sheridan,-2.459336157935994,-2.2757388073873166,478.07792139027566,502.02539294302363,68.86181331963404,409.21611156952565,
0000bbb21f16a722675e,4.074065941323983E7,8.372486544165924E7,0.44010071274121654,"[{group=0, sum=4.074065941323983E7}, {group=1, sum=8.372486544165924E7}]",null_geo9,-2.3274631747459984,-2.1610604845989125,474.40249984177314,501.2842815244847,52.57342562961154,421.82907649309055,
