system:index,0,aridity,groups,masterid,pdsi_ann,pdsi_grow,pr_ann,pr_calendar,pr_early,pr_grow,.geo
00003a5cab3f7f683b09,4.770006430145613E8,0.4744561384132518,"[{group=0, sum=4.770006430145613E8}]",buffer,1.996319152040458,2.7338862445111576,548.6605403974918,547.9604273657251,121.3422911076832,413.40022936084074,
0000b97eef25f3d82ec0,1.507259534274075E8,0.4934080065904587,"[{group=0, sum=1.507259534274075E8}]",sheridan,2.189223518945603,3.0084247079154545,567.3878011235205,564.7380809010083,123.6805912500107,429.69455005457166,
0000bbb21f16a722675e,1.3013037233256014E8,0.4624941848090043,"[{group=0, sum=1.3013037233256014E8}]",null_geo9,1.921491997525596,2.627616946259867,538.5030612392261,538.6775296488785,122.05473154201603,403.6253308001469,
