system:index,0,1,aridity,groups,masterid,pdsi_ann,pdsi_grow,pr_ann,pr_calendar,pr_early,pr_grow,.geo
00003a5cab3f7f683b09,1.4763924833523695E9,1.5183050468475223E8,0.6106600723280131,"[{group=0, sum=1.4763924833523695E9}, {group=1, sum=1.5183050468475223E8}]",buffer,0.5225091340385934,2.0975467806976087,772.2149378388979,767.666864228021,170.4537914809759,577.0328791381744,
0000b97eef25f3d82ec0,1.874323466806907E8,5.9349009141158044E7,0.6411919034140592,"[{group=0, sum=1.874323466806907E8}, {group=1, sum=5.9349009141158044E7}]",sheridan,0.47812393829292216,1.9449859074032527,814.2032716585072,810.0218217030932,181.340849614986,611.8773086192592,
0000bbb21f16a722675e,1.9609688170626575E8,4.861865514066856E7,0.5908643078254644,"[{group=0, sum=1.9609688170626575E8}, {group=1, sum=4.861865514066856E7}]",null_geo9,0.4315562821183381,2.1444122289463183,743.5878699120525,738.7402194324902,161.92574640895504,553.5869386090884,
