system:index,0,aridity,groups,masterid,pdsi_ann,pdsi_grow,pr_ann,pr_calendar,pr_early,pr_grow,.geo
00003a5cab3f7f683b09,1.6975605692685797E9,0.6487382186268729,"[{group=0, sum=1.6975605692685797E9}]",buffer,-0.4162783976053712,0.2304683599006649,581.4345460817782,605.6777581399356,50.88309268761467,530.1959853544236,
0000b97eef25f3d82ec0,2.5526503718491355E8,0.6593083194548673,"[{group=0, sum=2.5526503718491355E8}]",sheridan,-0.1186952823787143,0.412127216854052,589.799723799783,618.6022502335071,53.625472097919584,535.9065445326531,
0000bbb21f16a722675e,2.5553171489957368E8,0.6334310522406942,"[{group=0, sum=2.5553171489957368E8}]",null_geo9,-0.6637586856821631,-0.007884540000126054,568.5550340949246,587.0533830923966,46.97334282722846,521.0487654073219,
